Movie,Year,IMDb,Rating,Runtime,Genre,Release Date,Production Budget,Domestic Gross,Worldwide Gross
Us,2019,6.9,R,116,"Horror, Mystery, Thriller","Mar 20, 2019",20000000,175084580,256169079
The Boss Baby,2017,6.3,PG,97,"Animation, Adventure, Comedy","Mar 17, 2017",125000000,175003033,527965936
Crocodile Dundee,1986,6.6,PG-13,97,"Action, Adventure, Comedy","Sep 26, 1986",8800000,174803506,328203506
Crazy Rich Asians,2018,6.9,PG-13,120,"Comedy, Drama, Romance","Aug 15, 2018",30000000,174532921,238099711
The Greatest Showman,2017,7.6,PG,105,"Biography, Drama, Musical","Dec 11, 2017",84000000,174340174,439341710
Apollo 13,1995,7.6,PG,140,"Adventure, Drama, History","Jun 30, 1995",65000000,173772767,335802271
Home Alone 2: Lost in New York,1992,6.8,PG,120,"Adventure, Comedy, Crime","Nov 20, 1992",20000000,173585516,358994850
Elf,2003,6.9,PG,97,"Comedy, Family, Fantasy","Nov 7, 2003",32000000,174626840,221464732
National Treasure,2004,6.9,PG,131,"Action, Adventure, Mystery","Nov 19, 2004",100000000,173005002,331323410
Air Force One,1997,6.5,R,124,"Action, Drama, Thriller","Jul 25, 1997",85000000,172956409,315268353
Pirates of the Caribbean: Dead Men Tell No Tales,2017,6.6,PG-13,129,"Action, Adventure, Fantasy","May 23, 2017",230000000,172558876,788241137
Mary Poppins Returns,2018,6.7,PG,130,"Comedy, Family, Fantasy","Dec 19, 2018",130000000,171958438,349558438
The Matrix,1999,8.7,R,136,"Action, Sci-Fi","Mar 31, 1999",65000000,173396389,465421959
True Grit,2010,7.6,PG-13,110,"Drama, Western","Dec 22, 2010",35000000,171243005,252276928
Tarzan,1999,7.3,G,88,"Animation, Adventure, Family","Jun 16, 1999",145000000,171091819,448191819
A Beautiful Mind,2001,8.2,PG-13,135,"Biography, Drama","Dec 21, 2001",78000000,170708996,317668058
Chicago,2002,7.1,PG-13,113,"Comedy, Crime, Musical","Dec 27, 2002",30000000,170687518,306770545
The Help,2011,8.0,PG-13,146,Drama,"Aug 10, 2011",25000000,169705587,213120004
Hotel Transylvania 2,2015,6.7,PG,89,"Animation, Comedy, Family","Sep 23, 2015",80000000,169700110,469500298
Hidden Figures,2016,7.8,PG,127,"Biography, Drama, History","Dec 25, 2016",25000000,169607287,231771716
Bridesmaids,2011,6.8,R,125,"Comedy, Romance","May 13, 2011",32500000,169211718,289632023
Quantum of Solace,2008,6.6,PG-13,106,"Action, Adventure, Thriller","Nov 14, 2008",230000000,169368427,591692078
Wild Hogs,2007,5.8,PG-13,100,"Action, Adventure, Comedy","Mar 2, 2007",60000000,168213584,253555383
Kong: Skull Island,2017,6.6,PG-13,118,"Action, Adventure, Fantasy","Feb 23, 2017",185000000,168052812,561072059
Gone Girl,2014,8.1,R,149,"Drama, Mystery, Thriller","Oct 3, 2014",61000000,167767189,368567189
Hotel Transylvania 3: Summer Vacation,2018,6.3,PG,97,"Animation, Adventure, Comedy","Jun 22, 2018",65000000,167500092,527093622
Casino Royale,2006,8.0,PG-13,144,"Action, Adventure, Thriller","Nov 17, 2006",102000000,167365000,594420283
Meet the Parents,2000,7.0,PG-13,108,"Comedy, Romance","Oct 6, 2000",55000000,166225040,330425040
Fifty Shades of Grey,2015,4.1,R,125,"Drama, Romance, Thriller","Feb 11, 2015",40000000,166167230,570998101
2012,2009,5.8,PG-13,158,"Action, Adventure, Sci-Fi","Nov 12, 2009",200000000,166112167,757677748
Robin Hood: Prince of Thieves,1991,6.9,PG-13,143,"Action, Adventure, Drama","Jun 14, 1991",50000000,165493908,390500000
Knives Out,2019,7.9,PG-13,130,"Comedy, Crime, Drama","Nov 27, 2019",40000000,165363254,307231874
Kung Fu Panda 2,2011,7.2,PG,90,"Animation, Action, Adventure","May 26, 2011",150000000,165249063,664837547
Hannibal,2001,6.8,R,131,"Crime, Drama, Thriller","Feb 9, 2001",87000000,165092266,350100280
The Proposal,2009,6.7,PG-13,108,"Comedy, Drama, Romance","Jun 19, 2009",40000000,163958031,314709717
The Pursuit of Happyness,2006,8.0,PG-13,117,"Biography, Drama","Dec 15, 2006",55000000,162586036,307311093
Big Daddy,1999,6.4,PG-13,93,"Comedy, Drama","Jun 25, 1999",30000000,163479795,228641283
Clash of the Titans,2010,5.8,PG-13,106,"Action, Adventure, Fantasy","Apr 1, 2010",125000000,163214888,493214888
The Sound of Music,1965,8.0,G,172,"Biography, Drama, Family","Jan 1, 1965",8200000,163214286,286214286
The SpongeBob Movie: Sponge Out of Water,2015,6.0,PG,92,"Animation, Action, Adventure","Jan 28, 2015",74000000,162994032,311013181
Batman Returns,1992,7.0,PG-13,126,"Action, Crime, Fantasy","Jun 18, 1992",80000000,162833635,266824291
Django Unchained,2012,8.4,R,165,"Drama, Western","Dec 25, 2012",100000000,162805434,449841566
A Bug's Life,1998,7.2,G,95,"Animation, Adventure, Comedy","Nov 20, 1998",45000000,162798565,363095319
Jason Bourne,2016,6.6,PG-13,123,"Action, Thriller","Jul 20, 2016",120000000,162192920,416168316
Grown Ups,2010,5.9,PG-13,102,Comedy,"Jun 25, 2010",75000000,162001186,272223430
The Waterboy,1998,6.1,PG-13,90,"Comedy, Sport","Nov 6, 1998",23000000,161491646,190191646
Ice Age: Continental Drift,2012,6.6,PG,88,"Animation, Adventure, Comedy","Jun 27, 2012",95000000,161321843,879765137
Straight Outta Compton,2015,7.8,R,147,"Biography, Drama, History","Aug 14, 2015",28000000,161197785,202182981
Die Another Day,2002,6.1,PG-13,133,"Action, Adventure, Thriller","Nov 22, 2002",142000000,160942139,431942139
Shark Tale,2004,6.0,PG,90,"Animation, Adventure, Comedy","Sep 20, 2004",75000000,161412000,371917043
How to Train Your Dragon: The Hidden World,2019,7.5,PG,104,"Animation, Action, Adventure","Jan 3, 2019",129000000,160799505,522189138
The Sting,1973,8.3,PG,129,"Comedy, Crime, Drama","Dec 25, 1973",5500000,159616327,159616327
The Heat,2013,6.6,R,117,"Action, Comedy, Crime","Jun 28, 2013",43000000,159581587,229727774
Fantastic Beasts: The Crimes of Grindelwald,2018,6.6,PG-13,134,"Adventure, Family, Fantasy","Nov 14, 2018",200000000,159555901,652220086
Halloween,2018,6.6,R,106,"Crime, Horror, Thriller","Oct 17, 2018",10000000,159347015,255490178
1917,2019,8.3,R,119,"Drama, War","Dec 25, 2019",100000000,159227644,358279063
The Secret Life of Pets 2,2019,6.5,PG,86,"Animation, Adventure, Comedy","May 24, 2019",80000000,158874395,434439140
Star Trek Beyond,2016,7.1,PG-13,122,"Action, Adventure, Sci-Fi","Jul 21, 2016",185000000,158848340,335802233
The Firm,1993,6.8,R,154,"Drama, Mystery, Thriller","Jun 30, 1993",42000000,158340892,270340892
The Longest Yard,2005,6.4,PG-13,113,"Comedy, Crime, Sport","May 27, 2005",82000000,158119460,191558505
X-Men,2000,7.4,PG-13,104,"Action, Adventure, Sci-Fi","Jul 14, 2000",75000000,157299717,296872367
Scary Movie,2000,6.2,R,88,Comedy,"Jul 7, 2000",19000000,157019771,277200000
Fatal Attraction,1987,6.9,R,119,"Drama, Thriller","Sep 18, 1987",14000000,156645693,320100000
What Lies Beneath,2000,6.6,PG-13,130,"Drama, Fantasy, Horror","Jul 21, 2000",90000000,155464351,288693989
X-Men: Apocalypse,2016,6.9,PG-13,144,"Action, Adventure, Sci-Fi","May 18, 2016",178000000,155442489,542537546
Snow White and the Huntsman,2012,6.1,PG-13,127,"Action, Adventure, Drama","May 30, 2012",170000000,155136755,401021746
The Mummy,1999,7.0,PG-13,124,"Action, Adventure, Fantasy","May 7, 1999",80000000,155385488,416385488
San Andreas,2015,6.0,PG-13,114,"Action, Adventure, Drama","May 27, 2015",110000000,155190832,456258539
Over the Hedge,2006,6.7,PG,83,"Animation, Adventure, Comedy","May 19, 2006",80000000,155019340,343397247
Fantastic Four,2005,5.7,PG-13,106,"Action, Adventure, Fantasy","Jul 8, 2005",87500000,154696080,333132750
Mad Max: Fury Road,2015,8.1,R,120,"Action, Adventure, Sci-Fi","May 14, 2015",150000000,153636354,368269061
Jerry Maguire,1996,7.3,R,139,"Comedy, Drama, Romance","Dec 13, 1996",50000000,153952592,273552592
Trolls,2016,6.5,PG,92,"Animation, Adventure, Comedy","Oct 12, 2016",125000000,153707064,343242613
Beverly Hills Cop II,1987,6.5,R,100,"Action, Comedy, Crime","May 20, 1987",20000000,153665036,276665036
Scooby-Doo,2002,5.1,PG,86,"Adventure, Comedy, Family","Jun 14, 2002",84000000,153294164,276294164
Cars 3,2017,6.7,G,102,"Animation, Adventure, Comedy","Jun 16, 2017",175000000,152901115,383541369
Sex and the City,2008,5.6,R,145,"Comedy, Drama, Romance","May 30, 2008",57500000,152647258,415247258
G.I. Joe: The Rise of Cobra,2009,5.8,PG-13,118,"Action, Adventure, Sci-Fi","Aug 7, 2009",175000000,150201498,302469017
Runaway Bride,1999,5.6,PG,116,"Comedy, Romance","Jul 30, 1999",70000000,152257509,310138178
La La Land,2016,8.0,PG-13,128,"Comedy, Drama, Music","Nov 30, 2016",20000000,151101803,444005853
Divergent,2014,6.7,PG-13,139,"Action, Adventure, Mystery","Mar 21, 2014",85000000,150947895,276014965
Rambo: First Blood Part II,1985,6.5,R,96,"Action, Adventure, Thriller","May 22, 1985",44000000,150415432,300400000
We're the Millers,2013,7.0,R,110,"Comedy, Crime","Aug 7, 2013",37000000,150394119,267816276
Terminator 3: Rise of the Machines,2003,6.3,R,109,"Action, Sci-Fi","Jul 1, 2003",170000000,150358296,433058296
Neighbors,2014,6.3,R,97,Comedy,"May 9, 2014",18000000,150086800,270944428
American Hustle,2013,7.2,R,138,"Crime, Drama","Dec 12, 2013",40000000,150098456,257858943
Puss in Boots,2011,6.6,PG,90,"Animation, Adventure, Comedy","Oct 28, 2011",130000000,149260504,554987477
Knocked Up,2007,6.9,R,129,"Comedy, Romance","Jun 1, 2007",27500000,148761765,219265952
Megamind,2010,7.2,PG,95,"Animation, Action, Comedy","Nov 5, 2010",130000000,148415853,321887208
Little Fockers,2010,5.5,PG-13,98,"Comedy, Romance","Dec 22, 2010",100000000,148438600,310650574
Hotel Transylvania,2012,7.1,PG,91,"Animation, Comedy, Family","Sep 27, 2012",85000000,148313048,378505812
Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,PG-13,108,"Comedy, Sport","Aug 4, 2006",73000000,148213377,162870525
Gremlins,1984,7.3,PG,106,"Comedy, Fantasy, Horror","Jun 8, 1984",11000000,148168459,148950631
Gran Torino,2008,8.1,R,116,Drama,"Dec 12, 2008",25000000,148095302,274543085
War for the Planet of the Apes,2017,7.4,PG-13,140,"Action, Adventure, Drama","Jul 14, 2017",152000000,146880162,489592267
True Lies,1994,7.2,R,141,"Action, Comedy, Thriller","Jul 15, 1994",100000000,146282411,365300000
American Pie 2,2001,6.4,R,108,Comedy,"Aug 10, 2001",30000000,145096820,286500000
Taken,2008,7.8,PG-13,90,"Action, Thriller","Apr 9, 2008",25000000,145000989,226941585
The Great Gatsby,2013,7.2,PG-13,143,"Drama, Romance","May 10, 2013",190000000,144840419,353640419
The Santa Clause,1994,6.5,PG,97,"Comedy, Drama, Family","Nov 11, 1994",22000000,144833357,189800000
"I, Robot",2004,7.1,PG-13,115,"Action, Drama, Sci-Fi","Jul 16, 2004",105000000,144801023,348629585
Lethal Weapon 3,1992,6.7,R,118,"Action, Crime, Thriller","May 15, 1992",35000000,144731527,319700000
The Fast and the Furious,2001,6.8,PG-13,106,"Action, Crime, Thriller","Jun 22, 2001",38000000,144512310,206458372
Doctor Dolittle,1998,5.4,PG-13,85,"Comedy, Family, Fantasy","Jun 26, 1998",71500000,144156605,294156605
Mamma Mia!,2008,6.4,PG-13,108,"Comedy, Musical, Romance","Jul 2, 2008",52000000,144130063,608078943
Rio,2011,6.9,G,96,"Animation, Adventure, Comedy","Apr 8, 2011",90000000,143619809,487519809
Kung Fu Panda 3,2016,7.1,PG,95,"Animation, Action, Adventure","Jan 23, 2016",140000000,143528619,521170825
Juno,2007,7.4,PG-13,96,"Comedy, Drama","Dec 5, 2007",7000000,143495265,231450102
The Meg,2018,5.7,PG-13,113,"Action, Horror, Sci-Fi","Aug 9, 2018",178000000,145443742,529530715
The Smurfs,2011,5.4,PG,103,"Animation, Adventure, Comedy","Jul 29, 2011",110000000,142614158,563749323
xXx,2002,5.9,PG-13,124,"Action, Adventure, Thriller","Aug 9, 2002",70000000,141930000,267200000
The Chronicles of Narnia: Prince Caspian,2008,6.5,PG,150,"Action, Adventure, Family","May 16, 2008",225000000,141621490,417341288
Pocahontas,1995,6.7,G,81,"Animation, Adventure, Drama","Jun 10, 1995",55000000,141579773,347100000
A Few Good Men,1992,7.7,R,138,"Drama, Thriller","Dec 11, 1992",33000000,141340178,236500000
Slumdog Millionaire,2008,8.0,R,120,"Drama, Romance","Nov 12, 2008",14000000,141330703,383825427
Rush Hour,1998,7.0,PG-13,98,"Action, Comedy, Crime","Sep 18, 1998",35000000,141186864,245300000
The Blair Witch Project,1999,6.5,R,81,"Horror, Mystery","Jul 14, 1999",600000,140539099,248300000
Deep Impact,1998,6.2,PG-13,120,"Action, Drama, Romance","May 8, 1998",80000000,140464664,349464664
Shazam!,2019,7.1,PG-13,132,"Action, Adventure, Comedy","Apr 3, 2019",85000000,140371656,363664533
Rush Hour 3,2007,6.2,PG-13,91,"Action, Comedy, Crime","Aug 10, 2007",180000000,140125968,256585882
Stuart Little,1999,5.9,PG,84,"Adventure, Comedy, Family","Dec 17, 1999",105000000,140015224,298815224
The Rocky Horror Picture Show,1975,7.4,R,100,"Comedy, Musical","Sep 26, 1975",1200000,1414845,1733980
Taken 2,2012,6.3,PG-13,92,"Action, Thriller","Sep 27, 2012",45000000,139854287,377807404
The Matrix Revolutions,2003,6.8,R,129,"Action, Sci-Fi","Nov 5, 2003",150000000,139270910,427300260
The Santa Clause 2,2002,5.6,G,104,"Comedy, Family, Fantasy","Nov 1, 2002",65000000,139225854,172825854
Cheaper by the Dozen,2003,5.9,PG,98,"Comedy, Family","Dec 25, 2003",40000000,138614544,190212113
Bad Boys II,2003,6.6,R,147,"Action, Comedy, Crime","Jul 18, 2003",130000000,138540870,273271982
Platoon,1986,8.1,R,120,"Drama, War","Dec 19, 1986",6000000,137963328,137978395
21 Jump Street,2012,7.2,R,109,"Action, Comedy, Crime","Mar 14, 2012",42000000,138447667,202812429
Good Will Hunting,1997,8.3,R,126,"Drama, Romance","Dec 5, 1997",10000000,138433435,225925989
Dinosaur,2000,6.5,PG,82,"Animation, Adventure, Family","May 19, 2000",127500000,137748063,356148063
Ready Player One,2018,7.5,PG-13,140,"Action, Adventure, Sci-Fi","Mar 20, 2018",150000000,137690172,579278642
The Conjuring,2013,7.5,R,112,"Horror, Mystery, Thriller","Jul 19, 2013",20000000,137400141,317872975
Click,2006,6.4,PG-13,107,"Comedy, Drama, Fantasy","Jun 23, 2006",82500000,137355633,237685089
The Green Mile,1999,8.6,R,189,"Crime, Drama, Fantasy","Dec 10, 1999",60000000,136801374,290701374
Ransom,1996,6.6,R,121,"Action, Crime, Thriller","Nov 8, 1996",70000000,136492681,308700000
Godzilla,1998,5.4,PG-13,139,"Action, Sci-Fi, Thriller","May 19, 1998",125000000,136314294,376000000
Argo,2012,7.7,R,120,"Biography, Drama, Thriller","Oct 11, 2012",44500000,136025503,227140757
Anger Management,2003,6.3,PG-13,106,Comedy,"Apr 11, 2003",56000000,135560942,195484552
Chicken Little,2005,5.7,G,81,"Animation, Adventure, Comedy","Nov 4, 2005",150000000,135386665,310043823
Teenage Mutant Ninja Turtles,1990,6.8,PG,93,"Action, Adventure, Comedy","Mar 30, 1990",13500000,135265915,202000000
Patch Adams,1998,6.8,PG-13,115,"Biography, Comedy, Drama","Dec 25, 1998",50000000,135014968,202173000
The Godfather,1972,9.2,R,175,"Crime, Drama","Mar 15, 1972",7000000,134966411,268500000
Ride Along,2014,6.2,PG-13,99,"Action, Comedy, Crime","Jan 17, 2014",25000000,134202565,153733800
Live Free or Die Hard,2007,7.1,PG-13,128,"Action, Thriller","Jun 27, 2007",110000000,134529403,382288147
The Incredible Hulk,2008,6.7,PG-13,112,"Action, Adventure, Sci-Fi","Jun 13, 2008",137500000,134806913,265573859
Wanted,2008,6.7,R,110,"Action, Crime, Fantasy","Jun 27, 2008",75000000,134508551,342416460
Identity Thief,2013,5.7,R,111,"Comedy, Crime, Drama","Feb 7, 2013",35000000,134506920,175361578
Superman,1978,7.3,PG,143,"Action, Adventure, Drama","Dec 15, 1978",55000000,134218018,300200000
The Rock,1996,7.4,R,136,"Action, Adventure, Thriller","Jun 7, 1996",75000000,134069511,336069511
Mission: Impossible III,2006,6.9,PG-13,126,"Action, Adventure, Thriller","May 5, 2006",150000000,133501348,399387745
Grown Ups 2,2013,5.4,PG-13,101,Comedy,"Jul 12, 2013",80000000,133668525,247023808
Troy,2004,7.2,R,163,"Drama, History","May 13, 2004",150000000,133298577,483152040
Alvin and the Chipmunks: Chipwrecked,2011,4.3,G,87,"Animation, Adventure, Comedy","Dec 14, 2011",80000000,133107389,349088523
Bringing Down the House,2003,5.6,PG-13,105,Comedy,"Mar 7, 2003",20000000,132675402,164675402
The Wolverine,2013,6.7,PG-13,126,"Action, Adventure, Sci-Fi","Jul 26, 2013",115000000,132556852,416456852
Wonder,2017,8.0,PG,113,"Drama, Family","Oct 17, 2017",20000000,132422809,312755215
The Departed,2006,8.5,R,151,"Crime, Drama, Thriller","Oct 6, 2006",90000000,132384315,289660619
Hulk,2003,5.6,PG-13,138,"Action, Sci-Fi","Jun 20, 2003",137000000,132177234,245031679
Silver Linings Playbook,2012,7.7,R,122,"Comedy, Drama, Romance","Nov 16, 2012",21000000,132092958,236412453
Close Encounters of the Third Kind,1977,7.6,PG,138,"Drama, Sci-Fi","Nov 16, 1977",20000000,169100479,340800479
Minority Report,2002,7.6,PG-13,145,"Action, Crime, Mystery","Jun 21, 2002",102000000,132024714,358824714
Fantastic Four: Rise of the Silver Surfer,2007,5.6,PG,92,"Action, Adventure, Fantasy","Jun 15, 2007",120000000,131921738,289480691
The Last Airbender,2010,4.1,PG,103,"Action, Adventure, Family","Jul 1, 2010",150000000,131772187,319713881
Rio 2,2014,6.3,G,101,"Animation, Adventure, Comedy","Mar 20, 2014",130000000,131538435,492846291
Lara Croft: Tomb Raider,2001,5.8,PG-13,100,"Action, Adventure, Fantasy","Jun 15, 2001",94000000,131144183,273330185
The Silence of the Lambs,1991,8.6,R,118,"Crime, Drama, Thriller","Feb 14, 1991",20000000,130726716,275726716
The Flintstones,1994,4.9,PG,91,"Comedy, Family, Fantasy","May 27, 1994",45000000,130531208,358500000
Lethal Weapon 4,1998,6.6,R,127,"Action, Crime, Thriller","Jul 10, 1998",140000000,130444603,285400000
Get Smart,2008,6.5,PG-13,110,"Action, Adventure, Comedy","Jun 20, 2008",80000000,130319208,226739416
The Divergent Series: Insurgent,2015,6.2,PG-13,119,"Action, Adventure, Sci-Fi","Mar 18, 2015",110000000,130179072,295075882
The Peanuts Movie,2015,7.1,G,88,"Animation, Comedy, Family","Nov 5, 2015",99000000,130178411,250091610
Transformers: The Last Knight,2017,5.2,PG-13,154,"Action, Adventure, Sci-Fi","Jun 20, 2017",217000000,130168683,602893340
American Gangster,2007,7.8,R,157,"Biography, Crime, Drama","Nov 2, 2007",100000000,130164645,267985456
American Beauty,1999,8.3,R,122,Drama,"Sep 15, 1999",15000000,130058047,356258047
An Officer and a Gentleman,1982,7.0,R,124,"Drama, Romance","Jul 28, 1982",6000000,129795554,129795554
The Ring,2002,7.1,PG-13,115,"Horror, Mystery","Oct 18, 2002",48000000,129094024,248218486
The Nutty Professor,1996,5.6,PG-13,95,"Comedy, Romance, Sci-Fi","Jun 28, 1996",55000000,128814019,273814019
Ghostbusters,2016,5.2,PG-13,117,"Action, Comedy, Fantasy","Jul 13, 2016",144000000,128350574,229008658
Robots,2005,6.3,PG,91,"Animation, Adventure, Comedy","Mar 11, 2005",80000000,128200012,260700012
Shutter Island,2010,8.2,R,138,"Mystery, Thriller","Feb 19, 2010",80000000,128012934,299461782
Into the Woods,2014,5.9,PG,125,"Adventure, Comedy, Drama","Dec 25, 2014",56200000,128002372,213116401
Enchanted,2007,7.0,PG,107,"Animation, Comedy, Family","Nov 21, 2007",85000000,127706877,340384141
The Curious Case of Benjamin Button,2008,7.8,PG-13,166,"Drama, Fantasy, Romance","Dec 25, 2008",160000000,127509326,329631958
Central Intelligence,2016,6.3,PG-13,107,"Action, Comedy, Crime","Jun 16, 2016",50000000,127440871,217194805
Anchorman 2: The Legend Continues,2013,6.3,PG-13,119,Comedy,"Dec 18, 2013",50000000,127413176,172246223
Sweet Home Alabama,2002,6.2,PG-13,108,"Comedy, Romance","Sep 27, 2002",38000000,127214072,182365114
Bumblebee,2018,6.8,PG-13,114,"Action, Adventure, Sci-Fi","Dec 13, 2018",102000000,127195589,465195589
2 Fast 2 Furious,2003,5.9,PG-13,107,"Action, Crime, Thriller","Jun 6, 2003",76000000,127120058,236410607
My Best Friend's Wedding,1997,6.3,PG-13,105,"Comedy, Drama, Romance","Jun 20, 1997",46000000,126813153,298923419
Super 8,2011,7.0,PG-13,112,"Mystery, Sci-Fi, Thriller","Jun 10, 2011",50000000,127004179,257972745
Lucy,2014,6.4,R,89,"Action, Sci-Fi, Thriller","Jul 25, 2014",40000000,126573960,457507776
The Legend of Tarzan,2016,6.2,PG-13,110,"Action, Adventure, Drama","Jun 27, 2016",180000000,126643061,348902025
