Movie,Year,IMDb,Rating,Runtime,Genre
Rambo: First Blood Part II,1985,6.5,R,96,"Action, Adventure, Thriller"
We're the Millers,2013,7.0,R,110,"Comedy, Crime"
Terminator 3: Rise of the Machines,2003,6.3,R,109,"Action, Sci-Fi"
Daddy's Home,2015,6.2,PG-13,96,"Comedy, Family"
Neighbors,2014,6.3,R,97,Comedy
American Hustle,2013,7.2,R,138,"Crime, Drama"
Puss in Boots,2011,6.6,PG,90,"Animation, Adventure, Comedy"
Les Misérables,2012,7.6,PG-13,158,"Drama, History, Musical"
Knocked Up,2007,6.9,R,129,"Comedy, Romance"
As Good as It Gets,1997,7.7,PG-13,139,"Comedy, Drama, Romance"
Megamind,2010,7.2,PG,95,"Animation, Action, Comedy"
Little Fockers,2010,5.5,PG-13,98,"Comedy, Romance"
Hotel Transylvania,2012,7.1,PG,91,"Animation, Comedy, Family"
Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,PG-13,108,"Comedy, Sport"
Gremlins,1984,7.3,PG,106,"Comedy, Fantasy, Horror"
Gran Torino,2008,8.1,R,116,Drama
Lethal Weapon 2,1989,7.2,R,114,"Action, Crime, Thriller"
War for the Planet of the Apes,2017,7.4,PG-13,140,"Action, Adventure, Drama"
X: First Class,2011,7.7,PG-13,131,"Action, Adventure, Sci-Fi"
True Lies,1994,7.2,R,141,"Action, Comedy, Thriller"
Sonic the Hedgehog,2020,6.6,PG,99,"Action, Adventure, Comedy"
Lilo & Stitch,2002,7.2,PG,85,"Animation, Adventure, Comedy"
American Pie 2,2001,6.4,R,108,Comedy
Taken,2008,7.8,PG-13,90,"Action, Thriller"
One Hundred and One Dalmatians,1961,7.2,G,79,"Animation, Adventure, Comedy"
The Great Gatsby,2013,7.2,PG-13,143,"Drama, Romance"
The Santa Clause,1994,6.5,PG,97,"Comedy, Drama, Family"
"I, Robot",2004,7.1,PG-13,115,"Action, Drama, Sci-Fi"
Lethal Weapon 3,1992,6.7,R,118,"Action, Crime, Thriller"
The Fast and the Furious,2001,6.8,PG-13,106,"Action, Crime, Thriller"
Doctor Dolittle,1998,5.4,PG-13,85,"Comedy, Family, Fantasy"
Mamma Mia!,2008,6.4,PG-13,108,"Comedy, Musical, Romance"
Pokémon Detective Pikachu,2019,6.6,PG,104,"Action, Adventure, Comedy"
Rio,2011,6.9,G,96,"Animation, Adventure, Comedy"
Kung Fu Panda 3,2016,7.1,PG,95,"Animation, Action, Adventure"
Juno,2007,7.4,PG-13,96,"Comedy, Drama"
Marley & Me,2008,7.1,PG,115,"Comedy, Drama, Family"
The Meg,2018,5.7,PG-13,113,"Action, Horror, Sci-Fi"
The Smurfs,2011,5.4,PG,103,"Animation, Adventure, Comedy"
Once Upon a Time... in Hollywood,2019,7.7,R,161,"Comedy, Drama"
xXx,2002,5.9,PG-13,124,"Action, Adventure, Thriller"
The Jungle Book,1967,7.6,G,78,"Animation, Adventure, Family"
The Chronicles of Narnia: Prince Caspian,2008,6.5,PG,150,"Action, Adventure, Family"
Pocahontas,1995,6.7,G,81,"Animation, Adventure, Drama"
A Few Good Men,1992,7.7,R,138,"Drama, Thriller"
Slumdog Millionaire,2008,8.0,R,120,"Drama, Romance"
Rush Hour,1998,7.0,PG-13,98,"Action, Comedy, Crime"
The Blair Witch Project,1999,6.5,R,81,"Horror, Mystery"
Deep Impact,1998,6.2,PG-13,120,"Action, Drama, Romance"
Shazam!,2019,7.1,PG-13,132,"Action, Adventure, Comedy"
Ocean's 8,2018,6.2,PG-13,110,"Action, Comedy, Crime"
Rush Hour 3,2007,6.2,PG-13,91,"Action, Comedy, Crime"
Look Who's Talking,1989,5.9,PG-13,93,Comedy
Stuart Little,1999,5.9,PG,84,"Adventure, Comedy, Family"
The Rocky Horror Picture Show,1975,7.4,R,100,"Comedy, Musical"
Taken 2,2012,6.3,PG-13,92,"Action, Thriller"
Sister Act,1992,6.4,PG,100,"Comedy, Crime, Family"
The Matrix Revolutions,2003,6.8,R,129,"Action, Sci-Fi"
The Santa Clause 2,2002,5.6,G,104,"Comedy, Family, Fantasy"
The King's Speech,2010,8.0,R,118,"Biography, Drama, History"
Cheaper by the Dozen,2003,5.9,PG,98,"Comedy, Family"
Bad Boys II,2003,6.6,R,147,"Action, Comedy, Crime"
Platoon,1986,8.1,R,120,"Drama, War"
21 Jump Street,2012,7.2,R,109,"Action, Comedy, Crime"
Good Will Hunting,1997,8.3,R,126,"Drama, Romance"
Split,2016,7.3,PG-13,117,"Horror, Thriller"
A Christmas Carol,2009,6.8,PG,96,"Animation, Drama, Family"
Dinosaur,2000,6.5,PG,82,"Animation, Adventure, Family"
Ready Player One,2018,7.5,PG-13,140,"Action, Adventure, Sci-Fi"
The Conjuring,2013,7.5,R,112,"Horror, Mystery, Thriller"
Click,2006,6.4,PG-13,107,"Comedy, Drama, Fantasy"
The Green Mile,1999,8.6,R,189,"Crime, Drama, Fantasy"
Ransom,1996,6.6,R,121,"Action, Crime, Thriller"
Godzilla,1998,5.4,PG-13,139,"Action, Sci-Fi, Thriller"
101 Dalmatians,1996,5.7,G,103,"Adventure, Comedy, Crime"
Argo,2012,7.7,R,120,"Biography, Drama, Thriller"
Anger Management,2003,6.3,PG-13,106,Comedy
Chicken Little,2005,5.7,G,81,"Animation, Adventure, Comedy"
Teenage Mutant Ninja Turtles,1990,6.8,PG,93,"Action, Adventure, Comedy"
Patch Adams,1998,6.8,PG-13,115,"Biography, Comedy, Drama"
The Godfather,1972,9.2,R,175,"Crime, Drama"
Ride Along,2014,6.2,PG-13,99,"Action, Comedy, Crime"
Live Free or Die Hard,2007,7.1,PG-13,128,"Action, Thriller"
The Incredible Hulk,2008,6.7,PG-13,112,"Action, Adventure, Sci-Fi"
Wanted,2008,6.7,R,110,"Action, Crime, Fantasy"
Identity Thief,2013,5.7,R,111,"Comedy, Crime, Drama"
Superman,1978,7.3,PG,143,"Action, Adventure, Drama"
The Rock,1996,7.4,R,136,"Action, Adventure, Thriller"
Mission: Impossible III,2006,6.9,PG-13,126,"Action, Adventure, Thriller"
Grown Ups 2,2013,5.4,PG-13,101,Comedy
Troy,2004,7.2,R,163,"Drama, History"
Angels & Demons,2009,6.7,PG-13,138,"Action, Mystery, Thriller"
Alvin and the Chipmunks: Chipwrecked,2011,4.3,G,87,"Animation, Adventure, Comedy"
Bringing Down the House,2003,5.6,PG-13,105,Comedy
The Wolverine,2013,6.7,PG-13,126,"Action, Adventure, Sci-Fi"
Wonder,2017,8.0,PG,113,"Drama, Family"
The Departed,2006,8.5,R,151,"Crime, Drama, Thriller"
Hulk,2003,5.6,PG-13,138,"Action, Sci-Fi"
Silver Linings Playbook,2012,7.7,R,122,"Comedy, Drama, Romance"
Close Encounters of the Third Kind,1977,7.6,PG,138,"Drama, Sci-Fi"
Minority Report,2002,7.6,PG-13,145,"Action, Crime, Mystery"
Fantastic Four: Rise of the Silver Surfer,2007,5.6,PG,92,"Action, Adventure, Fantasy"
The Last Airbender,2010,4.1,PG,103,"Action, Adventure, Family"
Rio 2,2014,6.3,G,101,"Animation, Adventure, Comedy"
Lara Croft: Tomb Raider,2001,5.8,PG-13,100,"Action, Adventure, Fantasy"
The Silence of the Lambs,1991,8.6,R,118,"Crime, Drama, Thriller"
"Honey, I Shrunk the Kids",1989,6.3,PG,93,"Adventure, Comedy, Family"
The Flintstones,1994,4.9,PG,91,"Comedy, Family, Fantasy"
Lethal Weapon 4,1998,6.6,R,127,"Action, Crime, Thriller"
Get Smart,2008,6.5,PG-13,110,"Action, Adventure, Comedy"
The Divergent Series: Insurgent,2015,6.2,PG-13,119,"Action, Adventure, Sci-Fi"
The Peanuts Movie,2015,7.1,G,88,"Animation, Comedy, Family"
Transformers: The Last Knight,2017,5.2,PG-13,154,"Action, Adventure, Sci-Fi"
American Gangster,2007,7.8,R,157,"Biography, Crime, Drama"
American Beauty,1999,8.3,R,122,Drama
An Officer and a Gentleman,1982,7.0,R,124,"Drama, Romance"
The Ring,2002,7.1,PG-13,115,"Horror, Mystery"
The Nutty Professor,1996,5.6,PG-13,95,"Comedy, Romance, Sci-Fi"
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,7.3,R,84,Comedy
Ghostbusters,2016,5.2,PG-13,117,"Action, Comedy, Fantasy"
Kingsman: The Secret Service,2014,7.7,R,129,"Action, Adventure, Comedy"
Robots,2005,6.3,PG,91,"Animation, Adventure, Comedy"
Coming to America,1988,7.0,R,116,"Comedy, Romance"
Shutter Island,2010,8.2,R,138,"Mystery, Thriller"
Into the Woods,2014,5.9,PG,125,"Adventure, Comedy, Drama"
Rocky IV,1985,6.9,PG,91,"Drama, Sport"
Enchanted,2007,7.0,PG,107,"Animation, Comedy, Family"
The Curious Case of Benjamin Button,2008,7.8,PG-13,166,"Drama, Fantasy, Romance"
Central Intelligence,2016,6.3,PG-13,107,"Action, Comedy, Crime"
Anchorman 2: The Legend Continues,2013,6.3,PG-13,119,Comedy
Sweet Home Alabama,2002,6.2,PG-13,108,"Comedy, Romance"
Bumblebee,2018,6.8,PG-13,114,"Action, Adventure, Sci-Fi"
Dumb and Dumber,1994,7.3,PG-13,107,Comedy
2 Fast 2 Furious,2003,5.9,PG-13,107,"Action, Crime, Thriller"
My Best Friend's Wedding,1997,6.3,PG-13,105,"Comedy, Drama, Romance"
Super 8,2011,7.0,PG-13,112,"Mystery, Sci-Fi, Thriller"
The World Is Not Enough,1999,6.4,PG-13,128,"Action, Adventure, Thriller"
Smokey and the Bandit,1977,7.0,PG,96,"Action, Comedy"
Lucy,2014,6.4,R,89,"Action, Sci-Fi, Thriller"
The Legend of Tarzan,2016,6.2,PG-13,110,"Action, Adventure, Drama"
Bee Movie,2007,6.1,PG,91,"Animation, Adventure, Comedy"
Sleepless in Seattle,1993,6.8,PG,105,"Comedy, Drama, Romance"
Prometheus,2012,7.0,R,124,"Adventure, Mystery, Sci-Fi"
Safe House,2012,6.7,R,115,"Action, Thriller"
Mr. Deeds,2002,5.8,PG-13,96,"Comedy, Romance"
The Truman Show,1998,8.1,PG,103,"Comedy, Drama, Sci-Fi"
Erin Brockovich,2000,7.3,R,131,"Biography, Drama"
Ocean's Twelve,2004,6.5,PG-13,125,"Crime, Thriller"
Tomorrow Never Dies,1997,6.5,PG-13,119,"Action, Adventure, Thriller"
Terminator Salvation,2009,6.5,PG-13,115,"Action, Adventure, Sci-Fi"
Charlie's Angels,2000,5.5,PG-13,98,"Action, Adventure, Comedy"
Lone Survivor,2013,7.5,R,121,"Action, Biography, Drama"
Sully,2016,7.4,PG-13,96,"Biography, Drama"
Rocky III,1982,6.8,PG,99,"Drama, Sport"
The Vow,2012,6.8,PG-13,104,"Drama, Romance"
Life of Pi,2012,7.9,PG,127,"Adventure, Drama, Fantasy"
The Fault in Our Stars,2014,7.7,PG-13,126,"Drama, Romance"
Cloudy with a Chance of Meatballs,2009,6.9,PG,90,"Animation, Adventure, Comedy"
The Devil Wears Prada,2006,6.9,PG-13,109,"Comedy, Drama"
Something's Gotta Give,2003,6.7,PG-13,128,"Comedy, Drama, Romance"
Traffic,2000,7.6,R,147,"Crime, Drama, Thriller"
The Birdcage,1996,7.1,R,117,Comedy
City Slickers,1991,6.7,PG-13,113,"Comedy, Western"
"Good Morning, Vietnam",1987,7.3,R,121,"Biography, Comedy, Drama"
Rango,2011,7.2,PG,107,"Animation, Adventure, Comedy"
Nutty Professor II: The Klumps,2000,4.4,PG-13,106,"Comedy, Romance, Sci-Fi"
The Good Dinosaur,2015,6.7,PG,93,"Animation, Adventure, Comedy"
G.I. Joe: Retaliation,2013,5.8,PG-13,110,"Action, Adventure, Sci-Fi"
Clear and Present Danger,1994,6.9,PG-13,141,"Action, Crime, Drama"
The Hunt for Red October,1990,7.6,PG,135,"Action, Adventure, Thriller"
The Bodyguard,1992,6.3,R,129,"Action, Drama, Music"
Wayne's World,1992,7.0,PG-13,94,"Comedy, Music"
The Bourne Identity,2002,7.9,PG-13,119,"Action, Mystery, Thriller"
Superbad,2007,7.6,R,113,Comedy
Speed,1994,7.2,R,116,"Action, Adventure, Thriller"
50 First Dates,2004,6.8,PG-13,99,"Comedy, Drama, Romance"
Mamma Mia! Here We Go Again,2018,6.7,PG-13,114,"Comedy, Musical, Romance"
Mulan,1998,7.6,G,88,"Animation, Adventure, Family"
Inglourious Basterds,2009,8.3,R,153,"Adventure, Drama, War"
Seabiscuit,2003,7.3,PG-13,140,"Drama, History, Sport"
Van Helsing,2004,6.1,PG-13,131,"Action, Adventure, Fantasy"
Four Christmases,2008,5.7,PG-13,88,"Comedy, Drama, Romance"
I Now Pronounce You Chuck & Larry,2007,5.9,PG-13,115,"Comedy, Romance"
The Mask,1994,6.9,PG-13,101,"Action, Comedy, Crime"
Cloudy With a Chance of Meatballs 2,2013,6.4,PG,95,"Animation, Adventure, Comedy"
Hook,1991,6.8,PG,142,"Adventure, Comedy, Family"
Walk the Line,2005,7.8,PG-13,136,"Biography, Drama, Music"
Blazing Saddles,1974,7.7,R,93,"Comedy, Western"
G-Force,2009,5.1,PG,88,"Action, Adventure, Comedy"
Total Recall,1990,7.5,R,113,"Action, Sci-Fi, Thriller"
On Golden Pond,1981,7.6,PG,109,Drama
The Other Guys,2010,6.6,PG-13,107,"Action, Comedy, Crime"
The Sum of All Fears,2002,6.4,PG-13,124,"Action, Drama, Thriller"
Hairspray,2007,6.6,PG,117,"Comedy, Drama, Musical"
The Break-Up,2006,5.8,PG-13,106,"Comedy, Drama, Romance"
Lemony Snicket's A Series of Unfortunate Events,2004,6.8,PG,108,"Adventure, Comedy, Family"
Blades of Glory,2007,6.3,PG-13,93,"Comedy, Sport"
Back to the Future Part II,1989,7.8,PG,108,"Adventure, Comedy, Sci-Fi"
Salt,2010,6.4,PG-13,100,"Action, Mystery, Thriller"
Basic Instinct,1992,7.0,R,127,"Drama, Mystery, Thriller"
Now You See Me,2013,7.3,PG-13,115,"Crime, Mystery, Thriller"
Ford v Ferrari,2019,8.1,PG-13,152,"Action, Biography, Drama"
Big Momma's House,2000,5.2,PG-13,99,"Action, Comedy, Crime"
Die Hard 2,1990,7.2,R,124,"Action, Thriller"
Horrible Bosses,2011,6.9,R,98,"Comedy, Crime"
The Nun,2018,5.3,R,96,"Horror, Mystery, Thriller"
Rocky,1976,8.1,PG,120,"Drama, Sport"
Ocean's Thirteen,2007,6.9,PG-13,122,"Action, Crime, Thriller"
S.W.A.T.,2003,6.0,PG-13,117,"Action, Adventure, Crime"
The Wolf of Wall Street,2013,8.2,R,180,"Biography, Crime, Drama"
Double Jeopardy,1999,6.5,R,105,"Crime, Drama, Mystery"
8 Mile,2002,7.1,R,110,"Drama, Music"
The Butler,2013,7.2,PG-13,132,"Biography, Drama"
Green Lantern,2011,5.5,PG-13,114,"Action, Adventure, Sci-Fi"
Notting Hill,1999,7.1,PG-13,124,"Comedy, Drama, Romance"
The Towering Inferno,1974,7.0,PG,165,"Action, Drama, Thriller"
You've Got Mail,1998,6.6,PG,119,"Comedy, Drama, Romance"
Ghost Rider,2007,5.2,PG-13,110,"Action, Fantasy, Thriller"
Creed II,2018,7.1,PG-13,130,"Drama, Sport"
Remember the Titans,2000,7.8,PG,113,"Biography, Drama, Sport"
District 9,2009,7.9,R,112,"Action, Sci-Fi, Thriller"
Unbroken,2014,7.2,PG-13,137,"Biography, Drama, Sport"
Peter Rabbit,2018,6.6,PG,95,"Adventure, Comedy, Family"
Girls Trip,2017,6.2,R,122,"Adventure, Comedy, Drama"
The Karate Kid Part II,1986,6.0,PG,113,"Action, Family, Romance"
American Graffiti,1973,7.4,PG,110,"Comedy, Drama"
Big,1988,7.3,PG,104,"Comedy, Drama, Fantasy"
Dumbo,2019,6.3,PG,112,"Adventure, Family, Fantasy"
Fifty Shades Darker,2017,4.6,R,118,"Drama, Romance"
Dodgeball,2004,6.7,PG-13,92,"Comedy, Sport"
The Village,2004,6.5,PG-13,108,"Drama, Mystery, Thriller"
Bolt,2008,6.8,PG,96,"Animation, Adventure, Comedy"
Maleficent: Mistress of Evil,2019,6.6,PG,119,"Adventure, Family, Fantasy"
Wild Wild West,1999,4.9,PG-13,106,"Action, Comedy, Sci-Fi"
Night at the Museum: Secret of the Tomb,2014,6.2,PG,98,"Adventure, Comedy, Family"
Magic Mike,2012,6.1,R,110,"Comedy, Drama"
The Addams Family,1991,6.9,PG-13,99,"Comedy, Fantasy"
The Patriot,2000,7.2,R,165,"Action, Drama, History"
Bad Moms,2016,6.2,R,100,Comedy
The Bourne Legacy,2012,6.7,PG-13,135,"Action, Adventure, Thriller"
The Pacifier,2005,5.6,PG,95,"Action, Comedy, Drama"
Dr. Dolittle 2,2001,4.7,PG,87,"Comedy, Family, Fantasy"
It's Complicated,2009,6.5,R,120,"Comedy, Drama, Romance"
Spy Kids,2001,5.5,PG,88,"Action, Adventure, Comedy"
Ghostbusters II,1989,6.6,PG,108,"Action, Comedy, Fantasy"
Face/Off,1997,7.3,R,138,"Action, Crime, Sci-Fi"
The Hangover Part III,2013,5.8,R,100,"Comedy, Crime"
One Flew Over the Cuckoo's Nest,1975,8.7,R,133,Drama
Twins,1988,6.1,PG,107,"Comedy, Crime"
Spy Kids 3-D: Game Over,2003,4.3,PG,84,"Action, Adventure, Comedy"
Doctor Zhivago,1965,8.0,PG-13,197,"Drama, Romance, War"
Enemy of the State,1998,7.3,R,132,"Action, Thriller"
The Little Mermaid,1989,7.6,G,83,"Animation, Family, Fantasy"
Mr. Peabody & Sherman,2014,6.8,PG,92,"Animation, Adventure, Comedy"
Porky's,1981,6.2,R,94,Comedy
The Last Samurai,2003,7.7,R,154,"Action, Drama, War"
Glass,2019,6.7,PG-13,129,"Drama, Sci-Fi, Thriller"
Spy,2015,7.0,R,120,"Action, Comedy, Crime"
Tropic Thunder,2008,7.0,R,107,"Action, Comedy, War"
Godzilla: King of the Monsters,2019,6.0,PG-13,132,"Action, Adventure, Fantasy"
Valentine's Day,2010,5.7,PG-13,125,"Comedy, Romance"
The Grudge,2004,5.9,PG-13,91,"Horror, Mystery, Thriller"
Fun with Dick and Jane,2005,6.2,PG-13,90,"Comedy, Crime"
Freaky Friday,2003,6.1,PG,97,"Comedy, Family, Fantasy"
Trainwreck,2015,6.2,R,125,"Comedy, Drama, Romance"
Bedtime Stories,2008,6.0,PG,99,"Comedy, Family, Fantasy"
Scary Movie 3,2003,5.5,PG-13,84,"Comedy, Horror"
Creed,2015,7.6,PG-13,133,"Drama, Sport"
Star Trek IV: The Voyage Home,1986,7.3,PG,119,"Adventure, Comedy, Sci-Fi"
The 40-Year-Old Virgin,2005,7.1,R,116,"Comedy, Romance"
Crocodile Dundee II,1988,5.6,PG,108,"Action, Adventure, Comedy"
Couples Retreat,2009,5.5,PG-13,113,Comedy
A Time to Kill,1996,7.5,R,149,"Crime, Drama, Thriller"
Black Hawk Down,2001,7.7,R,144,"Drama, History, War"
Terms of Endearment,1983,7.4,PG,132,"Comedy, Drama"
Ace Ventura: When Nature Calls,1995,6.4,PG-13,90,"Adventure, Comedy, Crime"
The Upside,2017,6.9,PG-13,126,"Comedy, Drama"
The Princess Diaries,2001,6.3,G,111,"Comedy, Family, Romance"
Superman II,1980,6.8,PG,127,"Action, Adventure, Sci-Fi"
Little Women,2019,7.9,PG,135,"Drama, Romance"
Hop,2011,5.4,PG,95,"Animation, Adventure, Comedy"
Pulp Fiction,1994,8.9,R,154,"Crime, Drama"
Paranormal Activity,2007,6.3,R,86,"Horror, Mystery, Thriller"
Baby Driver,2017,7.6,R,113,"Action, Crime, Drama"
A League of Their Own,1992,7.3,PG,128,"Comedy, Drama, Family"
Epic,2013,6.7,PG,102,"Animation, Adventure, Family"
Watchmen,2009,7.6,R,162,"Action, Drama, Mystery"
Angry Birds,2016,6.3,PG,97,"Animation, Action, Adventure"
Batman & Robin,1997,3.7,PG-13,125,"Action, Sci-Fi"
Captain Phillips,2013,7.8,PG-13,134,"Biography, Crime, Drama"
Black Swan,2010,8.0,R,108,"Drama, Thriller"
Analyze This,1999,6.7,R,103,"Comedy, Crime"
Chicken Run,2000,7.0,G,84,"Animation, Adventure, Comedy"
Miss Congeniality,2000,6.2,PG-13,109,"Action, Comedy, Crime"
Indecent Proposal,1993,6.0,R,117,"Drama, Romance"
GoldenEye,1995,7.2,PG-13,130,"Action, Adventure, Thriller"
Driving Miss Daisy,1989,7.4,PG,99,Drama
300: Rise of an Empire,2014,6.2,R,102,"Action, Drama"
Love Story,1970,6.9,PG,100,"Drama, Romance"
Kramer vs. Kramer,1979,7.8,PG,105,Drama
The Italian Job,2003,7.0,PG-13,111,"Action, Crime, Thriller"
Every Which Way but Loose,1978,6.4,PG,114,"Action, Comedy"
How to Lose a Guy in 10 Days,2003,6.4,PG-13,116,"Comedy, Romance"
The Lego Movie 2: The Second Part,2019,6.6,PG,107,"Animation, Action, Adventure"
The First Wives Club,1996,6.4,PG,103,Comedy
Robin Hood,2010,6.6,PG-13,140,"Action, Adventure, Drama"
Interview with the Vampire: The Vampire Chronicles,1994,7.6,R,123,"Drama, Horror"
George of the Jungle,1997,5.5,PG,92,"Action, Adventure, Comedy"
The Graduate,1967,8.0,PG,106,"Comedy, Drama, Romance"
Pitch Perfect 3,2017,5.8,PG-13,93,"Comedy, Music"
Phenomenon,1996,6.4,PG,123,"Drama, Fantasy, Romance"
American Wedding,2003,6.3,R,96,Comedy
Road to Perdition,2002,7.7,R,117,"Crime, Drama, Thriller"
The Princess and the Frog,2009,7.1,G,97,"Animation, Adventure, Comedy"
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,6.3,PG,113,"Adventure, Family, Fantasy"
Daddy Day Care,2003,5.6,PG,92,"Comedy, Family"
Daddy's Home 2,2017,6.0,PG-13,100,Comedy
Paranormal Activity 3,2011,5.8,R,83,"Horror, Mystery, Thriller"
Journey 2: The Mysterious Island,2012,5.8,PG,94,"Action, Adventure, Comedy"
The Mule,2018,7.0,R,116,"Crime, Drama, Thriller"
Dick Tracy,1990,6.1,PG,105,"Action, Comedy, Crime"
Rise of the Guardians,2012,7.3,PG,97,"Animation, Action, Adventure"
Dreamgirls,2006,6.5,PG-13,130,"Drama, Music, Musical"
Nine to Five,1980,6.8,PG,109,Comedy
Independence Day: Resurgence,2016,5.2,PG-13,120,"Action, Adventure, Sci-Fi"
The Expendables,2010,6.5,R,103,"Action, Adventure, Thriller"
Scream,1996,7.2,R,111,"Horror, Mystery"
Just Go with It,2011,6.4,PG-13,117,"Comedy, Romance"
Jaws 2,1978,5.8,PG,116,"Adventure, Horror, Thriller"
Murder on the Orient Express,2017,6.5,PG-13,114,"Crime, Drama, Mystery"
Bambi,1942,7.3,G,70,"Animation, Drama, Family"
The General's Daughter,1999,6.4,R,116,"Crime, Drama, Mystery"
The Aviator,2004,7.5,PG-13,170,"Biography, Drama"
American Pie,1999,7.0,R,95,Comedy
Daredevil,2003,5.3,PG-13,103,"Action, Crime"
The Girl with the Dragon Tattoo,2011,7.8,R,158,"Crime, Drama, Mystery"
The Mummy: Tomb of the Dragon Emperor,2008,5.2,PG-13,112,"Action, Adventure, Fantasy"
The Conjuring 2,2016,7.3,R,134,"Horror, Mystery, Thriller"
The Maze Runner,2014,6.8,PG-13,113,"Action, Mystery, Sci-Fi"
In the Line of Fire,1993,7.2,R,128,"Action, Crime, Drama"
Butch Cassidy and the Sundance Kid,1969,8.0,PG,110,"Biography, Crime, Drama"
Mary Poppins,1964,7.8,G,139,"Comedy, Family, Fantasy"
Annabelle: Creation,2017,6.5,R,109,"Horror, Mystery, Thriller"
The Equalizer 2,2018,6.7,R,121,"Action, Crime, Thriller"
Jackass Presents: Bad Grandpa,2013,6.5,R,92,Comedy
The Goodbye Girl,1977,7.4,PG,111,"Comedy, Drama, Romance"
Pacific Rim,2013,6.9,PG-13,131,"Action, Adventure, Sci-Fi"
Journey to the Center of the Earth,2008,5.8,PG,93,"Action, Adventure, Family"
Gone in 60 Seconds,2000,6.5,PG-13,118,"Action, Crime, Thriller"
Maverick,1994,7.0,PG,127,"Action, Adventure, Comedy"
Sleeping with the Enemy,1991,6.3,R,99,"Drama, Thriller"
The Equalizer,2014,7.2,R,132,"Action, Crime, Thriller"
This Is the End,2013,6.6,R,107,Comedy
Scream 2,1997,6.2,R,120,"Horror, Mystery"
Stir Crazy,1980,6.8,R,111,"Comedy, Crime"
Eraser,1996,6.1,R,115,"Action, Drama, Thriller"
The Prince of Egypt,1998,7.1,PG,99,"Animation, Adventure, Drama"
Noah,2014,5.7,PG-13,138,"Action, Adventure, Drama"
Unforgiven,1992,8.2,R,130,"Drama, Western"
The Cat in the Hat,2003,3.9,PG,82,"Adventure, Comedy, Family"
Con Air,1997,6.9,R,115,"Action, Crime, Thriller"
Eagle Eye,2008,6.6,PG-13,118,"Action, Mystery, Thriller"
Sleepy Hollow,1999,7.3,R,105,"Fantasy, Horror, Mystery"
Rampage,2018,6.1,PG-13,107,"Action, Adventure, Sci-Fi"
Collateral,2004,7.5,R,120,"Crime, Drama, Thriller"
Contact,1997,7.4,PG,150,"Drama, Mystery, Sci-Fi"
Charlie's Angels: Full Throttle,2003,4.9,PG-13,106,"Action, Adventure, Comedy"
The Pelican Brief,1993,6.6,PG-13,141,"Crime, Drama, Mystery"
Vanilla Sky,2001,6.9,R,136,"Fantasy, Mystery, Romance"
Arrival,2016,7.9,PG-13,116,"Drama, Mystery, Sci-Fi"
Due Date,2010,6.5,R,95,"Comedy, Drama"
The Rugrats Movie,1998,5.9,G,79,"Animation, Adventure, Comedy"
Million Dollar Baby,2004,8.1,PG-13,132,"Drama, Sport"
Airport,1970,6.6,G,137,"Action, Drama, Thriller"
A Wrinkle in Time,2018,4.2,PG,109,"Adventure, Family, Fantasy"
Jumanji,1995,7.0,PG,104,"Adventure, Comedy, Family"
Step Brothers,2008,6.9,R,98,Comedy
Evan Almighty,2007,5.4,PG,96,"Comedy, Family, Fantasy"
Fifty Shades Freed,2018,4.5,R,105,"Drama, Romance, Thriller"
Casper,1995,6.1,PG,100,"Comedy, Family, Fantasy"
Shakespeare in Love,1998,7.1,R,123,"Comedy, Drama, History"
Bad Teacher,2011,5.6,R,92,"Comedy, Romance"
Yogi Bear,2010,4.6,PG,80,"Animation, Adventure, Comedy"
Cowboys & Aliens,2011,6.0,PG-13,119,"Action, Sci-Fi, Thriller"
Kingsman: The Golden Circle,2017,6.7,R,141,"Action, Adventure, Comedy"
Edge of Tomorrow,2014,7.9,PG-13,113,"Action, Adventure, Sci-Fi"
