Movie,Year,value,Release Date,Production Budget,Domestic Gross,Worldwide Gross
Tarzan,1999,Chris Buck,"Jun 16, 1999",145000000,171091819,448191819
A Beautiful Mind,2001,Ron Howard,"Dec 21, 2001",78000000,170708996,317668058
Chicago,2002,Rob Marshall,"Dec 27, 2002",30000000,170687518,306770545
The Help,2011,Tate Taylor,"Aug 10, 2011",25000000,169705587,213120004
Hotel Transylvania 2,2015,Genndy Tartakovsky,"Sep 23, 2015",80000000,169700110,469500298
Hidden Figures,2016,Theodore Melfi,"Dec 25, 2016",25000000,169607287,231771716
Bridesmaids,2011,Paul Feig,"May 13, 2011",32500000,169211718,289632023
Quantum of Solace,2008,Marc Forster,"Nov 14, 2008",230000000,169368427,591692078
Wild Hogs,2007,Walt Becker,"Mar 2, 2007",60000000,168213584,253555383
Kong: Skull Island,2017,Jordan Vogt-Roberts,"Feb 23, 2017",185000000,168052812,561072059
Gone Girl,2014,David Fincher,"Oct 3, 2014",61000000,167767189,368567189
Hotel Transylvania 3: Summer Vacation,2018,Genndy Tartakovsky,"Jun 22, 2018",65000000,167500092,527093622
Casino Royale,2006,Martin Campbell,"Nov 17, 2006",102000000,167365000,594420283
Meet the Parents,2000,Jay Roach,"Oct 6, 2000",55000000,166225040,330425040
Fifty Shades of Grey,2015,Sam Taylor-Johnson,"Feb 11, 2015",40000000,166167230,570998101
2012,2009,Roland Emmerich,"Nov 12, 2009",200000000,166112167,757677748
Robin Hood: Prince of Thieves,1991,Kevin Reynolds,"Jun 14, 1991",50000000,165493908,390500000
Knives Out,2019,Rian Johnson,"Nov 27, 2019",40000000,165363254,307231874
Kung Fu Panda 2,2011,Jennifer Yuh Nelson,"May 26, 2011",150000000,165249063,664837547
Hannibal,2001,Ridley Scott,"Feb 9, 2001",87000000,165092266,350100280
The Proposal,2009,Anne Fletcher,"Jun 19, 2009",40000000,163958031,314709717
The Pursuit of Happyness,2006,Gabriele Muccino,"Dec 15, 2006",55000000,162586036,307311093
Big Daddy,1999,Dennis Dugan,"Jun 25, 1999",30000000,163479795,228641283
Clash of the Titans,2010,Louis Leterrier,"Apr 1, 2010",125000000,163214888,493214888
The Sound of Music,1965,Robert Wise,"Jan 1, 1965",8200000,163214286,286214286
The SpongeBob Movie: Sponge Out of Water,2015,Mike Mitchell,"Jan 28, 2015",74000000,162994032,311013181
The SpongeBob Movie: Sponge Out of Water,2015,Paul Tibbitt,"Jan 28, 2015",74000000,162994032,311013181
Batman Returns,1992,Tim Burton,"Jun 18, 1992",80000000,162833635,266824291
Django Unchained,2012,Quentin Tarantino,"Dec 25, 2012",100000000,162805434,449841566
A Bug's Life,1998,Andrew Stanton,"Nov 20, 1998",45000000,162798565,363095319
A Bug's Life,1998,John Lasseter,"Nov 20, 1998",45000000,162798565,363095319
Jason Bourne,2016,Paul Greengrass,"Jul 20, 2016",120000000,162192920,416168316
Grown Ups,2010,Dennis Dugan,"Jun 25, 2010",75000000,162001186,272223430
The Waterboy,1998,Frank Coraci,"Nov 6, 1998",23000000,161491646,190191646
Ice Age: Continental Drift,2012,Mike Thurmeier,"Jun 27, 2012",95000000,161321843,879765137
Ice Age: Continental Drift,2012,Steve Martino,"Jun 27, 2012",95000000,161321843,879765137
Straight Outta Compton,2015,F. Gary Gray,"Aug 14, 2015",28000000,161197785,202182981
Die Another Day,2002,Lee Tamahori,"Nov 22, 2002",142000000,160942139,431942139
Shark Tale,2004,Rob Letterman,"Sep 20, 2004",75000000,161412000,371917043
Shark Tale,2004,Vicky Jenson,"Sep 20, 2004",75000000,161412000,371917043
Shark Tale,2004,Bibo Bergeron,"Sep 20, 2004",75000000,161412000,371917043
How to Train Your Dragon: The Hidden World,2019,Dean DeBlois,"Jan 3, 2019",129000000,160799505,522189138
The Sting,1973,George Roy Hill,"Dec 25, 1973",5500000,159616327,159616327
The Heat,2013,Paul Feig,"Jun 28, 2013",43000000,159581587,229727774
Fantastic Beasts: The Crimes of Grindelwald,2018,David Yates,"Nov 14, 2018",200000000,159555901,652220086
Halloween,2018,David Gordon Green,"Oct 17, 2018",10000000,159347015,255490178
1917,2019,Sam Mendes,"Dec 25, 2019",100000000,159227644,358279063
The Secret Life of Pets 2,2019,Jonathan del Val,"May 24, 2019",80000000,158874395,434439140
The Secret Life of Pets 2,2019,Chris Renaud,"May 24, 2019",80000000,158874395,434439140
Star Trek Beyond,2016,Justin Lin,"Jul 21, 2016",185000000,158848340,335802233
The Firm,1993,Sydney Pollack,"Jun 30, 1993",42000000,158340892,270340892
The Longest Yard,2005,Peter Segal,"May 27, 2005",82000000,158119460,191558505
X-Men,2000,Bryan Singer,"Jul 14, 2000",75000000,157299717,296872367
Scary Movie,2000,Keenen Ivory Wayans,"Jul 7, 2000",19000000,157019771,277200000
Fatal Attraction,1987,Adrian Lyne,"Sep 18, 1987",14000000,156645693,320100000
What Lies Beneath,2000,Robert Zemeckis,"Jul 21, 2000",90000000,155464351,288693989
X-Men: Apocalypse,2016,Bryan Singer,"May 18, 2016",178000000,155442489,542537546
Snow White and the Huntsman,2012,Rupert Sanders,"May 30, 2012",170000000,155136755,401021746
The Mummy,1999,Stephen Sommers,"May 7, 1999",80000000,155385488,416385488
San Andreas,2015,Brad Peyton,"May 27, 2015",110000000,155190832,456258539
Over the Hedge,2006,Karey Kirkpatrick,"May 19, 2006",80000000,155019340,343397247
Over the Hedge,2006,Tim Johnson,"May 19, 2006",80000000,155019340,343397247
Fantastic Four,2005,Tim Story,"Jul 8, 2005",87500000,154696080,333132750
Mad Max: Fury Road,2015,George Miller,"May 14, 2015",150000000,153636354,368269061
Jerry Maguire,1996,Cameron Crowe,"Dec 13, 1996",50000000,153952592,273552592
Trolls,2016,Walt Dohrn,"Oct 12, 2016",125000000,153707064,343242613
Trolls,2016,Mike Mitchell,"Oct 12, 2016",125000000,153707064,343242613
Beverly Hills Cop II,1987,Tony Scott,"May 20, 1987",20000000,153665036,276665036
Scooby-Doo,2002,Raja Gosnell,"Jun 14, 2002",84000000,153294164,276294164
Cars 3,2017,Brian Fee,"Jun 16, 2017",175000000,152901115,383541369
Sex and the City,2008,Michael Patrick King,"May 30, 2008",57500000,152647258,415247258
G.I. Joe: The Rise of Cobra,2009,Stephen Sommers,"Aug 7, 2009",175000000,150201498,302469017
Runaway Bride,1999,Garry Marshall,"Jul 30, 1999",70000000,152257509,310138178
La La Land,2016,Damien Chazelle,"Nov 30, 2016",20000000,151101803,444005853
Divergent,2014,Neil Burger,"Mar 21, 2014",85000000,150947895,276014965
Rambo: First Blood Part II,1985,George P. Cosmatos,"May 22, 1985",44000000,150415432,300400000
We're the Millers,2013,Rawson Marshall Thurber,"Aug 7, 2013",37000000,150394119,267816276
Terminator 3: Rise of the Machines,2003,Jonathan Mostow,"Jul 1, 2003",170000000,150358296,433058296
Neighbors,2014,Nicholas Stoller,"May 9, 2014",18000000,150086800,270944428
American Hustle,2013,David O. Russell,"Dec 12, 2013",40000000,150098456,257858943
Puss in Boots,2011,Chris Miller,"Oct 28, 2011",130000000,149260504,554987477
Knocked Up,2007,Judd Apatow,"Jun 1, 2007",27500000,148761765,219265952
Megamind,2010,Tom McGrath,"Nov 5, 2010",130000000,148415853,321887208
Little Fockers,2010,Paul Weitz,"Dec 22, 2010",100000000,148438600,310650574
Hotel Transylvania,2012,Genndy Tartakovsky,"Sep 27, 2012",85000000,148313048,378505812
Talladega Nights: The Ballad of Ricky Bobby,2006,Adam McKay,"Aug 4, 2006",73000000,148213377,162870525
Gremlins,1984,Joe Dante,"Jun 8, 1984",11000000,148168459,148950631
Gran Torino,2008,Clint Eastwood,"Dec 12, 2008",25000000,148095302,274543085
War for the Planet of the Apes,2017,Matt Reeves,"Jul 14, 2017",152000000,146880162,489592267
True Lies,1994,James Cameron,"Jul 15, 1994",100000000,146282411,365300000
American Pie 2,2001,J.B. Rogers,"Aug 10, 2001",30000000,145096820,286500000
Taken,2008,Pierre Morel,"Apr 9, 2008",25000000,145000989,226941585
The Great Gatsby,2013,Baz Luhrmann,"May 10, 2013",190000000,144840419,353640419
The Santa Clause,1994,John Pasquin,"Nov 11, 1994",22000000,144833357,189800000
"I, Robot",2004,Alex Proyas,"Jul 16, 2004",105000000,144801023,348629585
Lethal Weapon 3,1992,Richard Donner,"May 15, 1992",35000000,144731527,319700000
The Fast and the Furious,2001,Rob Cohen,"Jun 22, 2001",38000000,144512310,206458372
Doctor Dolittle,1998,Betty Thomas,"Jun 26, 1998",71500000,144156605,294156605
Mamma Mia!,2008,Phyllida Lloyd,"Jul 2, 2008",52000000,144130063,608078943
Rio,2011,Carlos Saldanha,"Apr 8, 2011",90000000,143619809,487519809
Kung Fu Panda 3,2016,Jennifer Yuh Nelson,"Jan 23, 2016",140000000,143528619,521170825
Kung Fu Panda 3,2016,Alessandro Carloni,"Jan 23, 2016",140000000,143528619,521170825
Juno,2007,Jason Reitman,"Dec 5, 2007",7000000,143495265,231450102
The Meg,2018,Jon Turteltaub,"Aug 9, 2018",178000000,145443742,529530715
The Smurfs,2011,Raja Gosnell,"Jul 29, 2011",110000000,142614158,563749323
xXx,2002,Rob Cohen,"Aug 9, 2002",70000000,141930000,267200000
The Chronicles of Narnia: Prince Caspian,2008,Andrew Adamson,"May 16, 2008",225000000,141621490,417341288
Pocahontas,1995,Eric Goldberg,"Jun 10, 1995",55000000,141579773,347100000
Pocahontas,1995,Mike Gabriel,"Jun 10, 1995",55000000,141579773,347100000
A Few Good Men,1992,Rob Reiner,"Dec 11, 1992",33000000,141340178,236500000
Slumdog Millionaire,2008,Loveleen Tandan,"Nov 12, 2008",14000000,141330703,383825427
Slumdog Millionaire,2008,Danny Boyle,"Nov 12, 2008",14000000,141330703,383825427
Rush Hour,1998,Brett Ratner,"Sep 18, 1998",35000000,141186864,245300000
The Blair Witch Project,1999,Eduardo Sánchez,"Jul 14, 1999",600000,140539099,248300000
The Blair Witch Project,1999,Daniel Myrick,"Jul 14, 1999",600000,140539099,248300000
Deep Impact,1998,Mimi Leder,"May 8, 1998",80000000,140464664,349464664
Shazam!,2019,David F. Sandberg,"Apr 3, 2019",85000000,140371656,363664533
Rush Hour 3,2007,Brett Ratner,"Aug 10, 2007",180000000,140125968,256585882
Stuart Little,1999,Rob Minkoff,"Dec 17, 1999",105000000,140015224,298815224
The Rocky Horror Picture Show,1975,Jim Sharman,"Sep 26, 1975",1200000,1414845,1733980
Taken 2,2012,Olivier Megaton,"Sep 27, 2012",45000000,139854287,377807404
The Matrix Revolutions,2003,Lilly Wachowski,"Nov 5, 2003",150000000,139270910,427300260
The Matrix Revolutions,2003,Lana Wachowski,"Nov 5, 2003",150000000,139270910,427300260
The Santa Clause 2,2002,Michael Lembeck,"Nov 1, 2002",65000000,139225854,172825854
Cheaper by the Dozen,2003,Shawn Levy,"Dec 25, 2003",40000000,138614544,190212113
Bad Boys II,2003,Michael Bay,"Jul 18, 2003",130000000,138540870,273271982
Platoon,1986,Oliver Stone,"Dec 19, 1986",6000000,137963328,137978395
21 Jump Street,2012,Christopher Miller,"Mar 14, 2012",42000000,138447667,202812429
21 Jump Street,2012,Phil Lord,"Mar 14, 2012",42000000,138447667,202812429
Good Will Hunting,1997,Gus Van Sant,"Dec 5, 1997",10000000,138433435,225925989
Dinosaur,2000,Ralph Zondag,"May 19, 2000",127500000,137748063,356148063
Dinosaur,2000,Eric Leighton,"May 19, 2000",127500000,137748063,356148063
Ready Player One,2018,Steven Spielberg,"Mar 20, 2018",150000000,137690172,579278642
The Conjuring,2013,James Wan,"Jul 19, 2013",20000000,137400141,317872975
Click,2006,Frank Coraci,"Jun 23, 2006",82500000,137355633,237685089
The Green Mile,1999,Frank Darabont,"Dec 10, 1999",60000000,136801374,290701374
Ransom,1996,Ron Howard,"Nov 8, 1996",70000000,136492681,308700000
Godzilla,1998,Roland Emmerich,"May 19, 1998",125000000,136314294,376000000
Argo,2012,Ben Affleck,"Oct 11, 2012",44500000,136025503,227140757
Anger Management,2003,Peter Segal,"Apr 11, 2003",56000000,135560942,195484552
Chicken Little,2005,Mark Dindal,"Nov 4, 2005",150000000,135386665,310043823
Teenage Mutant Ninja Turtles,1990,Steve Barron,"Mar 30, 1990",13500000,135265915,202000000
Patch Adams,1998,Tom Shadyac,"Dec 25, 1998",50000000,135014968,202173000
The Godfather,1972,Francis Ford Coppola,"Mar 15, 1972",7000000,134966411,268500000
Ride Along,2014,Tim Story,"Jan 17, 2014",25000000,134202565,153733800
Live Free or Die Hard,2007,Len Wiseman,"Jun 27, 2007",110000000,134529403,382288147
The Incredible Hulk,2008,Louis Leterrier,"Jun 13, 2008",137500000,134806913,265573859
Wanted,2008,Timur Bekmambetov,"Jun 27, 2008",75000000,134508551,342416460
Identity Thief,2013,Seth Gordon,"Feb 7, 2013",35000000,134506920,175361578
Superman,1978,Richard Donner,"Dec 15, 1978",55000000,134218018,300200000
The Rock,1996,Michael Bay,"Jun 7, 1996",75000000,134069511,336069511
Mission: Impossible III,2006,J.J. Abrams,"May 5, 2006",150000000,133501348,399387745
Grown Ups 2,2013,Dennis Dugan,"Jul 12, 2013",80000000,133668525,247023808
Troy,2004,Wolfgang Petersen,"May 13, 2004",150000000,133298577,483152040
Alvin and the Chipmunks: Chipwrecked,2011,Mike Mitchell,"Dec 14, 2011",80000000,133107389,349088523
Bringing Down the House,2003,Adam Shankman,"Mar 7, 2003",20000000,132675402,164675402
The Wolverine,2013,James Mangold,"Jul 26, 2013",115000000,132556852,416456852
Wonder,2017,Stephen Chbosky,"Oct 17, 2017",20000000,132422809,312755215
The Departed,2006,Martin Scorsese,"Oct 6, 2006",90000000,132384315,289660619
Hulk,2003,Ang Lee,"Jun 20, 2003",137000000,132177234,245031679
Silver Linings Playbook,2012,David O. Russell,"Nov 16, 2012",21000000,132092958,236412453
Close Encounters of the Third Kind,1977,Steven Spielberg,"Nov 16, 1977",20000000,169100479,340800479
Minority Report,2002,Steven Spielberg,"Jun 21, 2002",102000000,132024714,358824714
Fantastic Four: Rise of the Silver Surfer,2007,Tim Story,"Jun 15, 2007",120000000,131921738,289480691
The Last Airbender,2010,M. Night Shyamalan,"Jul 1, 2010",150000000,131772187,319713881
Rio 2,2014,Carlos Saldanha,"Mar 20, 2014",130000000,131538435,492846291
Lara Croft: Tomb Raider,2001,Simon West,"Jun 15, 2001",94000000,131144183,273330185
The Silence of the Lambs,1991,Jonathan Demme,"Feb 14, 1991",20000000,130726716,275726716
The Flintstones,1994,Brian Levant,"May 27, 1994",45000000,130531208,358500000
Lethal Weapon 4,1998,Richard Donner,"Jul 10, 1998",140000000,130444603,285400000
Get Smart,2008,Peter Segal,"Jun 20, 2008",80000000,130319208,226739416
The Divergent Series: Insurgent,2015,Robert Schwentke,"Mar 18, 2015",110000000,130179072,295075882
The Peanuts Movie,2015,Steve Martino,"Nov 5, 2015",99000000,130178411,250091610
Transformers: The Last Knight,2017,Michael Bay,"Jun 20, 2017",217000000,130168683,602893340
American Gangster,2007,Ridley Scott,"Nov 2, 2007",100000000,130164645,267985456
American Beauty,1999,Sam Mendes,"Sep 15, 1999",15000000,130058047,356258047
An Officer and a Gentleman,1982,Taylor Hackford,"Jul 28, 1982",6000000,129795554,129795554
The Ring,2002,Gore Verbinski,"Oct 18, 2002",48000000,129094024,248218486
The Nutty Professor,1996,Tom Shadyac,"Jun 28, 1996",55000000,128814019,273814019
Ghostbusters,2016,Paul Feig,"Jul 13, 2016",144000000,128350574,229008658
Robots,2005,Carlos Saldanha,"Mar 11, 2005",80000000,128200012,260700012
Robots,2005,Chris Wedge,"Mar 11, 2005",80000000,128200012,260700012
Shutter Island,2010,Martin Scorsese,"Feb 19, 2010",80000000,128012934,299461782
Into the Woods,2014,Rob Marshall,"Dec 25, 2014",56200000,128002372,213116401
Enchanted,2007,Kevin Lima,"Nov 21, 2007",85000000,127706877,340384141
The Curious Case of Benjamin Button,2008,David Fincher,"Dec 25, 2008",160000000,127509326,329631958
Central Intelligence,2016,Rawson Marshall Thurber,"Jun 16, 2016",50000000,127440871,217194805
Anchorman 2: The Legend Continues,2013,Adam McKay,"Dec 18, 2013",50000000,127413176,172246223
Sweet Home Alabama,2002,Andy Tennant,"Sep 27, 2002",38000000,127214072,182365114
Bumblebee,2018,Travis Knight,"Dec 13, 2018",102000000,127195589,465195589
2 Fast 2 Furious,2003,John Singleton,"Jun 6, 2003",76000000,127120058,236410607
My Best Friend's Wedding,1997,P.J. Hogan,"Jun 20, 1997",46000000,126813153,298923419
Super 8,2011,J.J. Abrams,"Jun 10, 2011",50000000,127004179,257972745
Lucy,2014,Luc Besson,"Jul 25, 2014",40000000,126573960,457507776
The Legend of Tarzan,2016,David Yates,"Jun 27, 2016",180000000,126643061,348902025
Bee Movie,2007,Steve Hickner,"Nov 2, 2007",150000000,126631277,287594577
Bee Movie,2007,Simon J. Smith,"Nov 2, 2007",150000000,126631277,287594577
Prometheus,2012,Ridley Scott,"May 30, 2012",125000000,126477084,402448265
Safe House,2012,Daniel Espinosa,"Feb 8, 2012",85000000,126181630,208542162
Mr. Deeds,2002,Steven Brill,"Jun 28, 2002",50000000,126293452,171269535
The Truman Show,1998,Peter Weir,"Jun 5, 1998",60000000,125618201,264118201
Erin Brockovich,2000,Steven Soderbergh,"Mar 17, 2000",50000000,125548685,257805243
Ocean's Twelve,2004,Steven Soderbergh,"Dec 10, 2004",110000000,125531634,362989076
Tomorrow Never Dies,1997,Roger Spottiswoode,"Dec 19, 1997",110000000,125304276,339504276
Terminator Salvation,2009,McG,"May 21, 2009",200000000,125322469,365491792
Charlie's Angels,2000,McG,"Nov 3, 2000",90000000,125305545,259736090
Lone Survivor,2013,Peter Berg,"Dec 25, 2013",40000000,125095601,149804632
Sully,2016,Clint Eastwood,"Sep 8, 2016",60000000,125070033,238524556
The Vow,2012,Michael Sucsy,"Feb 9, 2012",30000000,125014030,197618160
Life of Pi,2012,Ang Lee,"Nov 21, 2012",120000000,124987022,619310368
The Fault in Our Stars,2014,Josh Boone,"Jun 4, 2014",12000000,124872350,307166834
Cloudy with a Chance of Meatballs,2009,Christopher Miller,"Sep 18, 2009",100000000,124870275,236827677
Cloudy with a Chance of Meatballs,2009,Phil Lord,"Sep 18, 2009",100000000,124870275,236827677
The Devil Wears Prada,2006,David Frankel,"Jun 30, 2006",35000000,124740460,326073155
Something's Gotta Give,2003,Nancy Meyers,"Dec 12, 2003",80000000,124685242,266685242
Traffic,2000,Steven Soderbergh,"Dec 27, 2000",48000000,124107476,208300000
Rango,2011,Gore Verbinski,"Mar 4, 2011",135000000,123477607,245724600
Nutty Professor II: The Klumps,2000,Peter Segal,"Jul 28, 2000",84000000,123307945,166307945
The Good Dinosaur,2015,Peter Sohn,"Nov 25, 2015",187500000,123087120,333771037
G.I. Joe: Retaliation,2013,Jon M. Chu,"Mar 27, 2013",140000000,122523060,375740705
Clear and Present Danger,1994,Phillip Noyce,"Aug 3, 1994",62000000,122012656,207500000
The Hunt for Red October,1990,John McTiernan,"Mar 2, 1990",30000000,120709866,200500000
The Bodyguard,1992,Mick Jackson,"Nov 25, 1992",25000000,121945720,410945720
Wayne's World,1992,Penelope Spheeris,"Feb 14, 1992",20000000,121697323,183097323
The Bourne Identity,2002,Doug Liman,"Jun 14, 2002",60000000,121468960,214357371
Superbad,2007,Greg Mottola,"Aug 17, 2007",17500000,121463226,169955142
Speed,1994,Jan de Bont,"Jun 10, 1994",30000000,121248145,283200000
50 First Dates,2004,Peter Segal,"Feb 13, 2004",75000000,120776832,196320329
Mulan,1998,Barry Cook,"Jun 19, 1998",90000000,120620254,303500000
Mulan,1998,Tony Bancroft,"Jun 19, 1998",90000000,120620254,303500000
Inglourious Basterds,2009,Quentin Tarantino,"Aug 21, 2009",70000000,120774594,316915264
Seabiscuit,2003,Gary Ross,"Jul 25, 2003",86000000,120277854,148715342
Van Helsing,2004,Stephen Sommers,"May 5, 2004",170000000,120150546,300150546
Four Christmases,2008,Seth Gordon,"Nov 26, 2008",80000000,120146040,168311558
The Mask,1994,Chuck Russell,"Jul 29, 1994",18000000,119920129,351620129
Hook,1991,Steven Spielberg,"Dec 11, 1991",70000000,119654823,300854823
Walk the Line,2005,James Mangold,"Nov 18, 2005",29000000,119519402,187707495
Blazing Saddles,1974,Mel Brooks,"Feb 7, 1974",2600000,119500000,119500000
G-Force,2009,Hoyt Yeatman,"Jul 24, 2009",150000000,119436770,292817841
Total Recall,1990,Paul Verhoeven,"Jun 1, 1990",65000000,119394839,261400000
The Other Guys,2010,Adam McKay,"Aug 6, 2010",100000000,119219978,170936470
