title,studio,domestic_gross,foreign_gross,year
"Hippocrates, Diary of a French Doctor",Mars Distribution,23100.0,,2015
Court,Zeit.,22900.0,,2015
Salut D'Amour,CJ Entertainment,22500.0,,2015
Mediterranea,IFC Films,22100.0,,2015
Noma - My Perfect Storm,Magnolia Pictures,21100.0,,2015
The Little Death,Magnolia Pictures,18200.0,,2015
Gangnam 1970,CJ Entertainment,18000.0,,2015
Strangerland,Alchemy,17500.0,,2015
Eastern Boys,First Run Features,16800.0,,2015
Extraction,Lionsgate Premiere,16800.0,,2015
Eva,Weinstein Company,16700.0,,2015
The World of Kanako,Drafthouse Films,16600.0,,2015
Zombeavers,Freestyle Releasing,14900.0,,2015
The Hallow,IFC Films,13900.0,,2015
Amour Fou,Film Movement,13700.0,,2015
Arabian Nights: Volume 1 - The Restless One,Kino Lorber,12300.0,,2015
Of Horses and Men,MBox,11900.0,,2015
Marie's Story,Film Movement,11700.0,,2015
1001 Grams,Kino Lorber,11000.0,,2015
Empire of Lust,CJ Entertainment,10700.0,,2015
Still Life (2015),Tribeca Film,9500.0,,2015
Every Thing Will be Fine,IFC Films,9200.0,,2015
The Lesson,Film Movement,9000.0,,2015
Northern Soul,Freestyle Releasing,8900.0,,2015
The Girl in the Book,Freestyle Releasing,8200.0,,2015
Steak (R)evolution,Kino Lorber,8000.0,,2015
On the Way to School,Mars Distribution,7400.0,,2015
Hungry Hearts,IFC Films,6900.0,,2015
Steve McQueen: The Man & Le Mans,FilmRise,6800.0,,2015
Arabian Nights: Volume 2 - The Desolate One,Kino Lorber,6400.0,,2015
Alleluia,MBox,6300.0,,2015
Barely Lethal,A24,6100.0,,2015
Chic!,Mars Distribution,5600.0,,2015
Far from Men,Tribeca Film,5300.0,,2015
The Dead Lands,Magnolia Pictures,5200.0,,2015
Jenny's Wedding,IFC Films,4700.0,,2015
Ashby,The Film Arcade,4600.0,,2015
Arabian Nights: Volume 3 - The Enchanted One,Kino Lorber,4500.0,,2015
The Summer of Sangaile,Strand,4500.0,,2015
Club Life,The Orchard,4400.0,,2015
Back to the Jurassic,CJ Entertainment,4400.0,,2015
In the Basement,Strand,3600.0,,2015
Fidelio: Alice's Odyssey,First Run Features,3600.0,,2015
That Sugar Film,MGM,3500.0,,2015
Xenia,Strand,3200.0,,2015
The Iron Ministry,Icarus Films,3200.0,,2015
The Lady in the Car with Glasses and a Gun,Magnolia Pictures,2200.0,,2015
Stations of the Cross,Film Movement,1500.0,,2015
Skin Trade,Magnolia Pictures,1200.0,,2015
Thanks to My Friends,Mars Distribution,900.0,,2015
REC 4: Apocalypse,Magnolia Pictures,800.0,,2015
Tough Being Loved By Jerks,Kino Lorber,700.0,,2015
The Chambermaid,Film Movement,300.0,,2015
Captain America: Civil War,Buena Vista,408100000.0,745200000,2016
Rogue One: A Star Wars Story,Buena Vista,532200000.0,523900000,2016
Finding Dory,Buena Vista,486300000.0,542300000,2016
Zootopia,Buena Vista,341300000.0,682500000,2016
The Jungle Book (2016),Buena Vista,364000000.0,602500000,2016
The Secret Life of Pets,Universal,368400000.0,507100000,2016
Batman v Superman: Dawn of Justice,WB,330400000.0,543300000,2016
Fantastic Beasts and Where To Find Them,WB,234000000.0,580000000,2016
Deadpool,Fox,363100000.0,420000000,2016
Suicide Squad,WB,325100000.0,421700000,2016
Doctor Strange,Buena Vista,232600000.0,445100000,2016
Moana,Buena Vista,248800000.0,394600000,2016
Sing,Universal,270400000.0,363800000,2016
The Mermaid (Mei ren yu),Sony,3200000.0,550600000,2016
X-Men: Apocalypse,Fox,155400000.0,388500000,2016
Kung Fu Panda 3,Fox,143500000.0,377600000,2016
La La Land,Lionsgate/Summit Entertainment,151100000.0,295000000,2016
Warcraft,Universal,47400000.0,386300000,2016
Jason Bourne,Universal,162400000.0,253100000,2016
Ice Age: Collision Course,Fox,64099999.0,344500000,2016
Independence Day: Resurgence,Fox,103100000.0,286500000,2016
Monster Hunt,FilmRise,32800.0,385300000,2016
The Legend of Tarzan,WB,126600000.0,230100000,2016
The Angry Birds Movie,Sony,107500000.0,244800000,2016
Trolls,Fox,153700000.0,193200000,2016
Star Trek Beyond,Paramount,158800000.0,184600000,2016
Now You See Me 2,Lionsgate/Summit Entertainment,65099999.0,269800000,2016
Passengers (2016),Sony,100000000.0,203100000,2016
Dangal,UTV,12400000.0,290500000,2016
Alice Through the Looking Glass,Buena Vista,77000000.0,222400000,2016
Miss Peregrine's Home for Peculiar Children,Fox,87200000.0,209200000,2016
Teenage Mutant Ninja Turtles: Out of the Shadows,Paramount,82100000.0,163600000,2016
Assassin's Creed,Fox,54600000.0,186300000,2016
Sully,WB,125100000.0,115700000,2016
Hidden Figures,Fox,169600000.0,66300000,2016
Ghostbusters (2016),Sony,128400000.0,100800000,2016
Inferno,Sony,34300000.0,185700000,2016
Bridget Jones's Baby,Universal,24300000.0,187700000,2016
London Has Fallen,Focus Features,62500000.0,143200000,2016
Arrival,Paramount,100500000.0,102800000,2016
The Monkey King 2 in 3D,CL Western Town,710000.0,193000000,2016
Bad Moms,STX,113300000.0,70700000,2016
Storks,WB,72700000.0,110700000,2016
The BFG,Buena Vista,55500000.0,127900000,2016
The Divergent Series: Allegiant,Lionsgate/Summit Entertainment,66200000.0,113100000,2016
Hacksaw Ridge,Lionsgate,67200000.0,108100000,2016
The Girl on the Train (2016),Universal,75400000.0,97800000,2016
Operation Mekong,Well Go USA Inc.,800000.0,172300000,2016
The Huntsman: Winter's War,Universal,48400000.0,116600000,2016
The Magnificent Seven (2016),Sony,93400000.0,68900000,2016
Jack Reacher: Never Go Back,Paramount,58700000.0,103400000,2016
Don't Breathe,Screen Gems,89200000.0,67900000,2016
Ip Man 3,Well Go USA Inc.,2700000.0,154200000,2016
The Accountant,WB,86300000.0,68900000,2016
Gods of Egypt,Lionsgate/Summit Entertainment,31200000.0,119500000,2016
Pete's Dragon (2016),Buena Vista,76200000.0,67500000,2016
Sausage Party,Sony,97700000.0,43000000,2016
Lion,Weinstein Company,51700000.0,88600000,2016
Detective Chinatown (Tang ren jie tan an),CL Western Town,474000.0,125400000,2016
Mechanic: Resurrection,Lionsgate/Summit Entertainment,21200000.0,104500000,2016
Ride Along 2,Universal,91200000.0,33400000,2016
Deepwater Horizon,Lionsgate/Summit Entertainment,61400000.0,60400000,2016
Allied,Paramount,40100000.0,79400000,2016
The Shallows,Sony,55100000.0,64000000,2016
The Purge: Election Year,Universal,79200000.0,39400000,2016
Why Him?,Fox,60300000.0,57800000,2016
Finding Mr. Right 2,CL Western Town,,114700000,2016
Office Christmas Party,Paramount,54800000.0,59700000,2016
10 Cloverfield Lane,Paramount,72100000.0,38100000,2016
The 5th Wave,Sony,34900000.0,75000000,2016
Neighbors 2: Sorority Rising,Universal,55500000.0,52600000,2016
Cold War 2,Well Go USA Inc.,561000.0,102600000,2016
The Little Prince,Entertainment One Films,1300000.0,96200000,2016
Dirty Grandpa,Lionsgate,35600000.0,58500000,2016
Ben-Hur (2016),Paramount,26400000.0,67700000,2016
Money Monster,Sony Pictures,41000000.0,52300000,2016
My Big Fat Greek Wedding 2,Universal,59700000.0,29200000,2016
Train to Busan,Well Go USA Inc.,2100000.0,85400000,2016
Sultan,Yash Raj Films,6200000.0,81100000,2016
War Dogs,WB,43000000.0,43200000,2016
Nerve,Lionsgate,38600000.0,46700000,2016
Ouija: Origin of Evil,Universal,35100000.0,46600000,2016
Manchester by the Sea,Roadside Attractions,47700000.0,31300000,2016
The Boss,Universal,63300000.0,15600000,2016
Mike and Dave Need Wedding Dates,Fox,46000000.0,31100000,2016
Boo! A Madea Halloween,Lionsgate,73200000.0,1600000,2016
Miracles from Heaven,Sony Pictures,61700000.0,12200000,2016
I Am Not Madame Bovary,Well Go USA Inc.,437000.0,70400000,2016
Kubo and the Two Strings,Focus Features,48000000.0,21900000,2016
13 Hours: The Secret Soldiers of Benghazi,Paramount,52900000.0,16600000,2016
Moonlight (2016),A24,27900000.0,37200000,2016
Fences,Paramount,57700000.0,6700000,2016
The Boy (2016),STX,35800000.0,28400000,2016
"Hail, Caesar!",Universal,30500000.0,33100000,2016
The Nice Guys,WB,36300000.0,26500000,2016
Nine Lives (2016),EuropaCorp,19700000.0,38100000,2016
Zoolander 2,Paramount,28800000.0,27900000,2016
The Finest Hours,Buena Vista,27600000.0,24500000,2016
Master,CJ Entertainment,597000.0,51000000,2016
Patriots Day,Lionsgate,31900000.0,18700000,2016
Florence Foster Jenkins,Paramount,27400000.0,21500000,2016
Mother's Day,Open Road Films,32500000.0,15900000,2016
A Monster Calls,Focus Features,3700000.0,43600000,2016
Eddie the Eagle,Fox,15800000.0,30400000,2016
Risen,Sony,36900000.0,9200000,2016
Blair Witch,Lionsgate,20800000.0,24400000,2016
Cafe Society,Lionsgate,11100000.0,32700000,2016
Almost Christmas,Universal,42200000.0,422000,2016
The Witch,A24,25100000.0,15300000,2016
The Wild Life (2016),Lionsgate/Summit Entertainment,8000000.0,31500000,2016
Criminal (2016),Lionsgate/Summit Entertainment,14700000.0,24100000,2016
Absolutely Fabulous: The Movie,Fox Searchlight,4800000.0,33100000,2016
Hell or High Water,Lionsgate,27000000.0,10900000,2016
The Forest,Focus Features,26600000.0,11000000,2016
Snowden,Open Road Films,21600000.0,15700000,2016
Billy Lynn's Long Halftime Walk,Sony Pictures,1700000.0,29200000,2016
When the Bough Breaks,Screen Gems,29700000.0,911000,2016
Nocturnal Animals,Focus Features,10700000.0,19600000,2016
Keeping Up with the Joneses,Fox,14900000.0,15000000,2016
Ae Dil Hai Mushkil,Fox Star Studios,4300000.0,24100000,2016
Fan,Yash Raj Films,2300000.0,25900000,2016
M.S. Dhoni: The Untold Story,Fox Star Studios,1800000.0,26000000,2016
The Light Between Oceans,Buena Vista,12500000.0,13400000,2016
The Brothers Grimsby,Sony,6900000.0,18300000,2016
Race (2016),Focus Features,19200000.0,5900000,2016
Free State of Jones,STX,20800000.0,4200000,2016
God's Not Dead 2,Pure Flix,20800000.0,3700000,2016
Silence (2016),Paramount,7100000.0,16600000,2016
Middle School: The Worst Years of My Life,Lionsgate,20000000.0,3300000,2016
Triple 9,Open Road Films,12600000.0,10500000,2016
Whiskey Tango Foxtrot,Paramount,23100000.0,,2016
Captain Fantastic,Bleecker Street,5900000.0,16900000,2016
Live By Night,WB,10400000.0,12300000,2016
Julieta,Sony Pictures Classics,1500000.0,21000000,2016
Solace,Lionsgate Premiere,,22400000,2016
Fifty Shades of Black,Open Road Films,11700000.0,10500000,2016
El Clan,Fox Star Studios,201000.0,20200000,2016
The Edge of Seventeen,STX,14400000.0,4400000,2016
The Choice,Lionsgate,18700000.0,,2016
Eye in the Sky,Bleecker Street,18700000.0,,2016
Bad Santa 2,Big Green Pictures,17800000.0,,2016
Regression,Wein/Dimension,55000.0,17600000,2016
Neerja,Fox Star Studios,1600000.0,16000000,2016
Masterminds (2016),Relativity Media,17400000.0,,2016
Norm of the North,Lionsgate,17100000.0,,2016
Hardcore Henry,STX,9300000.0,7600000,2016
Pride and Prejudice and Zombies,Screen Gems,10900000.0,5500000,2016
The Infiltrator,Big Green Pictures,15400000.0,,2016
Kapoor & Sons - Since 1921,Fox Star Studios,2600000.0,12800000,2016
Sword Master,Well Go USA Inc.,75500.0,14600000,2016
"Hello, My Name is Doris",Roadside Attractions,14400000.0,,2016
The Other Side of the Door,Fox,3000000.0,11300000,2016
Love & Friendship,Roadside Attractions,14000000.0,,2016
Jackie,Fox Searchlight,14000000.0,,2016
Sing Street,Weinstein Company,3200000.0,10400000,2016
Shut In,EuropaCorp,6900000.0,6200000,2016
Loving,Focus Features,7800000.0,5200000,2016
The Man Who Knew Infinity,IFC Films,3900000.0,8400000,2016
No Manches Frida,Pantelion Films,11500000.0,,2016
The Darkness,BH Tilt,10800000.0,,2016
Our Kind of Traitor,Roadside Attractions,3200000.0,7600000,2016
The Perfect Match,Lionsgate,9700000.0,745000,2016
Queen of Katwe,Buena Vista,8900000.0,1500000,2016
Miss Sloane,EuropaCorp,3500000.0,5600000,2016
Ratchet & Clank,Focus Features,8800000.0,,2016
Morgan,Fox,3900000.0,4900000,2016
The Lobster (US Release),A24,8700000.0,,2016
My King (Mon roi),Film Movement,54100.0,7900000,2016
Pele: Birth of a Legend,IFC Films,57000.0,7800000,2016
A Bigger Splash,Fox Searchlight,2000000.0,5500000,2016
Southside with You,Roadside Attractions,6300000.0,208000,2016
The Young Messiah,Focus Features,6500000.0,,2016
Incarnate,BH Tilt,4800000.0,1500000,2016
Max Steel,Open Road Films,3800000.0,2500000,2016
Midnight Special,WB,3700000.0,2500000,2016
The Duelist,Sony,13500.0,6100000,2016
The Autopsy of Jane Doe,IFC Films,10500.0,6000000,2016
My Best Friend's Wedding (2016),Sony,78600.0,5600000,2016
Genius,Roadside Attractions,1400000.0,4300000,2016
20th Century Women,A24,5700000.0,,2016
Hunt for the Wilderpeople,The Orchard,5200000.0,,2016
Bleed for This,Open Road Films,5100000.0,,2016
Hands of Stone,Weinstein Company,4700000.0,,2016
Men & Chicken,Drafthouse Films,30200.0,4600000,2016
The Meddler,Sony Pictures Classics,4300000.0,,2016
A Hologram for the King,Roadside Attractions,4200000.0,,2016
Swiss Army Man,A24,4200000.0,,2016
Denial,Bleecker Street,4099999.0,,2016
Indignation,Roadside Attractions,3400000.0,523000,2016
Rules Don't Apply,Fox,3700000.0,233000,2016
Where to Invade Next,Drafthouse Films,3800000.0,,2016
Batman: The Killing Joke,Fathom Events,3800000.0,,2016
Naam Hai Akira,Fox Star Studios,219000.0,3500000,2016
A Man Called Ove,MBox,3500000.0,,2016
Miles Ahead,Sony Pictures Classics,2600000.0,850000,2016
Everybody Wants Some!!,Paramount,3400000.0,,2016
Maggie's Plan,Sony Pictures Classics,3400000.0,,2016
The Program (2016),Entertainment One Films,13100.0,3300000,2016
Green Room,A24,3200000.0,,2016
The Eagle Huntress,Sony Pictures Classics,3200000.0,,2016
Compadres,Pantelion Films,3100000.0,,2016
Desierto,STX,2000000.0,1000000,2016
Anthropoid,Bleecker Street,3000000.0,,2016
Hillsong - Let Hope Rise,Pure Flix,2400000.0,255000,2016
El Jeremias,Sony,650000.0,1900000,2016
The Disappointments Room,Relativity Media,2400000.0,,2016
Dear Zindagi,Reliance Big Pictures,2400000.0,,2016
Elle,Sony Pictures Classics,2300000.0,,2016
Paterson,Bleecker Street,2200000.0,,2016
Equals,A24,33300.0,2100000,2016
I'm Not Ashamed,Pure Flix,2100000.0,,2016
The Dressmaker,Big Green Pictures,2000000.0,,2016
The Handmaiden,Magnolia Pictures,2000000.0,,2016
Demolition,Fox Searchlight,2000000.0,,2016
American Honey,A24,663000.0,1200000,2016
Busco Novio Para Mi Mujer,Pantelion Films,1700000.0,,2016
A Perfect Day,IFC Films,14000.0,1700000,2016
Weiner,IFC Films,1700000.0,,2016
I Saw the Light,Sony Pictures Classics,1600000.0,,2016
Jane Got a Gun,Weinstein Company,1500000.0,,2016
Toni Erdmann,Sony Pictures Classics,1500000.0,,2016
The Neon Demon,Big Green Pictures,1300000.0,,2016
Embrace of the Serpent,Oscilloscope Laboratories,1300000.0,,2016
Housefull 3,Eros International,1300000.0,,2016
Mohenjo Daro,UTV,1300000.0,,2016
Lazer Team,Amplify,1200000.0,,2016
The Music of Strangers,The Orchard,1200000.0,,2016
Ma ma,Oscilloscope Laboratories,47300.0,1100000,2016
Wazir,Reliance Big Pictures,1100000.0,,2016
Certain Women,IFC Films,1100000.0,,2016
The Innocents,MBox,1100000.0,,2016
Elvis & Nixon,Bleecker Street,1100000.0,,2016
Operation Chromite,CJ Entertainment,1000000.0,,2016
Baar Baar Dekho,Eros International,982000.0,,2016
Dark Horse (2016),Sony Pictures Classics,941000.0,,2016
Neruda,The Orchard,939000.0,,2016
Ki & Ka,Eros International,858000.0,,2016
Dishoom,Eros International,813000.0,,2016
The Wailing (Goksung),Well Go USA Inc.,787000.0,,2016
Chongqing Hot Pot,CL Western Town,780000.0,,2016
The Polar Express (2016 re-issue),WB,765000.0,,2016
Little Men (2016),Magnolia Pictures,703000.0,,2016
Chaar Sahibzaade: Rise of Band Singh Bahadur,Eros International,701000.0,,2016
Born to be Blue (US Release),IFC Films,678000.0,,2016
City of Gold,IFC Films,641000.0,,2016
Remember (US Release),A24,638000.0,,2016
Tickled,Magnolia Pictures,614000.0,,2016
"Lo and Behold, Reveries of the Connected World",Magnolia Pictures,595000.0,,2016
A Tale of Love and Darkness,Focus World,572000.0,,2016
Tunnel,Well Go USA Inc.,569000.0,,2016
Knight of Cups,Big Green Pictures,566000.0,,2016
Harry & Snowman,FilmRise,561000.0,,2016
Viral,Wein/Dimension,,552000,2016
American Pastoral,Lionsgate,544000.0,,2016
The Age of Shadows,CJ Entertainment,542000.0,,2016
Fitoor,UTV,529000.0,,2016
The First Monday in May,Magnolia Pictures,527000.0,,2016
Marguerite,Cohen Media Group,497000.0,,2016
Wiener-Dog,IFC Films,477000.0,,2016
Our Little Sister,Sony Pictures Classics,468000.0,,2016
Only Yesterday (2016 re-release),GKIDS Films,453000.0,,2016
Baaghi,UTV,438000.0,,2016
Land of Mine,Sony Pictures Classics,435000.0,,2016
Things To Come,IFC Films,388000.0,,2016
Mr. Donkey,CL Western Town,356000.0,,2016
Happy Bhaag Jayegi,Eros International,352000.0,,2016
High-Rise,Magnolia Pictures,346000.0,,2016
Francofonia,MBox,307000.0,,2016
Mia Madre,MBox,303000.0,,2016
April and the Extraordinary World,GKIDS Films,295000.0,,2016
Ixcanul,Kino Lorber,295000.0,,2016
The People vs. Fritz Bauer,Cohen Media Group,288000.0,,2016
Aquarius,Vitagraph Films,286000.0,,2016
Kingsglaive: Final Fantasy: XV,Vertical Entertainment,270000.0,,2016
My Golden Days,Magnolia Pictures,269000.0,,2016
The Family Fang,Starz Digital Media,263000.0,,2016
Dheepan,IFC Films,262000.0,,2016
"Life, Animated",The Orchard,255000.0,,2016
Oasis: Supersonic,A24,243000.0,,2016
The Invitation,Drafthouse Films,232000.0,,2016
Miss Hokusai,GKIDS Films,223000.0,,2016
Kaptaan,UTV,204000.0,,2016
League of Gods,Sony,182000.0,,2016
Viva,Magnolia Pictures,178000.0,,2016
The Wave,Magnolia Pictures,177000.0,,2016
Asura: The City of Madness,CJ Entertainment,176000.0,,2016
Louder than Bombs,The Orchard,164000.0,,2016
Howards End (2016 Restoration),Cohen Media Group,160000.0,,2016
Sunset Song,Magnolia Pictures,160000.0,,2016
Born to be Blue,Entertainment One Films,152000.0,,2016
Seasons,MBox,150000.0,,2016
Rams (Hrútar),Cohen Media Group,149000.0,,2016
Tumbledown,Starz Digital Media,135000.0,,2016
The Brand New Testament,MBox,128000.0,,2016
Sweet Bean,Kino Lorber,125000.0,,2016
A War,Magnolia Pictures,123000.0,,2016
Fire at Sea,Kino Lorber,121000.0,,2016
Hockney,Film Movement,121000.0,,2016
Three,Well Go USA Inc.,120000.0,,2016
Tale of Tales,IFC Films,119000.0,,2016
The Measure of a Man,Kino Lorber,112000.0,,2016
Under the Sun (2016),Icarus Films,105000.0,,2016
Our Last Tango,Strand,100000.0,,2016
Rock On 2,Eros International,98900.0,,2016
Seondal: The Man Who Sells the River,CJ Entertainment,97500.0,,2016
So Young 2: Never Gone,CL Western Town,96400.0,,2016
"New York, New York (2016)",CL Western Town,92400.0,,2016
No One's Life Is Easy: So I Married an Anti-Fan,CL Western Town,89300.0,,2016
"My Love, Don't Cross that River",Film Movement,88000.0,,2016
Author: The JT LeRoy Story,Magnolia Pictures,86000.0,,2016
Mountains May Depart,Kino Lorber,82900.0,,2016
Cock and Bull,CL Western Town,82800.0,,2016
Les cowboys,Cohen Media Group,80800.0,,2016
Saala Khadoos,UTV,76900.0,,2016
The Monster (2016),A24,12500.0,62200,2016
Dancer,IFC Films,71900.0,,2016
Sweet 20,CJ Entertainment,71800.0,,2016
The Dark Horse,Big Green Pictures,67500.0,,2016
Phantom Detective,CJ Entertainment,67100.0,,2016
Ran (2016 re-issue),Rialto,66100.0,,2016
Microbe & Gasoline,Screen Media Films,63800.0,,2016
Time Renegades,CJ Entertainment,59400.0,,2016
DONGJU: The Portrait of a Poet,CJ Entertainment,56600.0,,2016
L'attesa,Oscilloscope Laboratories,55800.0,,2016
The Lovers and the Despot,Magnolia Pictures,55500.0,,2016
Clown,Wein/Dimension,55000.0,,2016
Diary of a Chambermaid,Cohen Media Group,54200.0,,2016
The Club,MBox,52800.0,,2016
Being 17,Strand,52700.0,,2016
The Last Man on the Moon,Gravitas Ventures,52500.0,,2016
My Annoying Brother,CJ Entertainment,52000.0,,2016
Cemetery of Splendor,Strand,52000.0,,2016
Disorder,IFC Films,51900.0,,2016
Like for Likes,CJ Entertainment,50800.0,,2016
In the Shadow of Women,Mars Distribution,50300.0,,2016
In Order of Disappearance,Magnolia Pictures,50300.0,,2016
Fatima,Kino Lorber,50100.0,,2016
We Are X,Drafthouse Films,45300.0,,2016
A Melody to Remember,CJ Entertainment,44300.0,,2016
Phantom of the Theatre,Well Go USA Inc.,44000.0,,2016
Mastizaade,Eros International,43400.0,,2016
Closet Monster,Strand,42200.0,,2016
Troublemakers: The Story of Land Art,First Run Features,29500.0,9100,2016
Come What May,Cohen Media Group,37800.0,,2016
Summertime (2016),Strand,35300.0,,2016
Songs My Brothers Taught Me,Kino Lorber,34800.0,,2016
Mr. Right,Focus World,34700.0,,2016
Phantom Boy,GKIDS Films,34400.0,,2016
Sweet Sixteen (Xia You Qiao Mu),CL Western Town,34300.0,,2016
Eisenstein in Guanajuato,Strand,34300.0,,2016
Last Cab to Darwin,First Run Features,34200.0,,2016
The Map Against the World,CJ Entertainment,34000.0,,2016
Anesthesia,IFC Films,32200.0,,2016
"Rio, I Love You",Screen Media Films,32000.0,,2016
As I Open My Eyes,Kino Lorber,31000.0,,2016
The Son of Joseph,Kino Lorber,30600.0,,2016
From Afar,Strand,30200.0,,2016
For a Few Bullets,CL Western Town,30100.0,,2016
The Last Princess,CJ Entertainment,29300.0,,2016
Valley of Love,Strand,28600.0,,2016
Neon Bull,Kino Lorber,26700.0,,2016
Standing Tall (La tete haute),Cohen Media Group,26100.0,,2016
Chevalier,Strand,25700.0,,2016
The New Year's Eve of Old Lee,CL Western Town,25400.0,,2016
Cosmos,Kino Lorber,25300.0,,2016
A Monster with a Thousand Heads,MBox,24900.0,,2016
Evolution,IFC Films,24800.0,,2016
Lolo,FilmRise,24100.0,,2016
Sanam Teri Kasam,Eros International,22100.0,,2016
Term Life,Focus World,21300.0,,2016
The Sea of Trees,A24,20400.0,,2016
Colonia,Screen Media Films,15700.0,,2016
Argentina,First Run Features,14900.0,,2016
Remember You,CJ Entertainment,14800.0,,2016
Adderall Diaries,A24,13200.0,,2016
Neither Heaven Nor Earth,Film Movement,12800.0,,2016
The Ones Below,Magnolia Pictures,12500.0,,2016
"Kiki, Love to Love",Strand,12500.0,,2016
Don't Call Me Son,Zeit.,11700.0,,2016
Serial Killer 1,Kino Lorber,10300.0,,2016
Magnus,FilmRise,8900.0,,2016
The Last King,Magnolia Pictures,8900.0,,2016
Mojave,A24,8300.0,,2016
The Other Side,Film Movement,8100.0,,2016
The President,Corinth Films,7600.0,,2016
The Carer,Corinth Films,6200.0,,2016
Klown Forever,Drafthouse Films,5700.0,,2016
Search Party,Focus World,4600.0,,2016
In Harmony,Mars Distribution,3100.0,,2016
In Her Name (Au nom de ma fille),Mars Distribution,1600.0,,2016
Next Time I'll Aim for the Heart,Mars Distribution,800.0,,2016
The Student and Mr. Henri,Mars Distribution,800.0,,2016
Down By Love,Mars Distribution,700.0,,2016
News From Planet Mars,Kino Lorber,300.0,,2016
Satanic,Magnolia Pictures,300.0,,2016
Star Wars: The Last Jedi,Buena Vista,620200000.0,712400000,2017
Beauty and the Beast (2017),Buena Vista,504000000.0,759500000,2017
The Fate of the Furious,Universal,226000000.0,"1,010.0",2017
Despicable Me 3,Universal,264600000.0,770200000,2017
Jumanji: Welcome to the Jungle,Sony,404500000.0,557600000,2017
Spider-Man: Homecoming,Sony,334200000.0,546000000,2017
Guardians of the Galaxy Vol. 2,Buena Vista,389800000.0,473900000,2017
Thor: Ragnarok,Buena Vista,315100000.0,538900000,2017
Wonder Woman,WB,412600000.0,409300000,2017
Coco,Buena Vista,209700000.0,597400000,2017
Pirates of the Caribbean: Dead Men Tell No Tales,Buena Vista,172600000.0,622300000,2017
Justice League,WB,229000000.0,428900000,2017
Logan (2017),Fox,226300000.0,392700000,2017
Transformers: The Last Knight,Paramount,130199999.0,475300000,2017
Kong: Skull Island,WB,168100000.0,398600000,2017
The Boss Baby,Fox,175000000.0,353000000,2017
Dunkirk,WB,188000000.0,337200000,2017
War for the Planet of the Apes,Fox,146900000.0,343800000,2017
The Greatest Showman,Fox,174300000.0,260700000,2017
Kingsman: The Golden Circle,Fox,100200000.0,310700000,2017
The Mummy (2017),Universal,80200000.0,329000000,2017
Cars 3,Buena Vista,152900000.0,231000000,2017
Fifty Shades Darker,Universal,114600000.0,267000000,2017
Murder on the Orient Express (2017),Fox,102800000.0,250000000,2017
xXx: The Return of Xander Cage,Paramount,44900000.0,301200000,2017
The Great Wall,Universal,45500000.0,289400000,2017
Resident Evil: The Final Chapter,Screen Gems,26800000.0,285400000,2017
The LEGO Batman Movie,WB,175800000.0,136200000,2017
Wonder,Lionsgate,132400000.0,173500000,2017
Ferdinand,Fox,84400000.0,211700000,2017
Split,Universal,138300000.0,140200000,2017
Blade Runner 2049,WB,92100000.0,167200000,2017
Get Out,Universal,176000000.0,79400000,2017
Kung Fu Yoga,Well Go USA Inc.,363000.0,253800000,2017
Journey to the West: The Demons Strike Back,Sony,880000.0,245700000,2017
Alien: Covenant,Fox,74300000.0,166600000,2017
Baby Driver,Sony Pictures,107800000.0,119100000,2017
Valerian and the City of a Thousand Planets,STX,41200000.0,184700000,2017
Geostorm,WB,33700000.0,187900000,2017
The Emoji Movie,Sony,86100000.0,131699999,2017
A Dog's Purpose,Universal,64500000.0,140500000,2017
Smurfs: The Lost Village,Sony,45000000.0,152200000,2017
The Shape of Water,Fox Searchlight,63900000.0,131400000,2017
Pitch Perfect 3,Universal,104900000.0,80500000,2017
Daddy's Home 2,Paramount,104000000.0,76600000,2017
The Post,Fox,81900000.0,97900000,2017
Baywatch,Paramount,58100000.0,119800000,2017
The Hitman's Bodyguard,Lionsgate/Summit Entertainment,75500000.0,101100000,2017
John Wick: Chapter Two,Lionsgate/Summit Entertainment,92000000.0,79500000,2017
Ghost in the Shell (2017),Paramount,40600000.0,129199999,2017
"Three Billboards Outside Ebbing, Missouri",Fox Searchlight,54500000.0,104700000,2017
Duckweed,CL Western Town,472000.0,150600000,2017
Darkest Hour,Focus Features,56500000.0,94400000,2017
King Arthur: Legend of the Sword,WB,39200000.0,109500000,2017
The Foreigner,STX,34400000.0,111000000,2017
Power Rangers (2017),Lionsgate,85400000.0,57000000,2017
Girls Trip,Universal,115200000.0,25400000,2017
American Made,Universal,51300000.0,83500000,2017
A Bad Moms Christmas,STX,72100000.0,58400000,2017
Captain Underpants: The First Epic Movie,Fox,73900000.0,51600000,2017
Happy Death Day,Universal,55700000.0,69800000,2017
The LEGO Ninjago Movie,WB,59300000.0,63800000,2017
The Dark Tower,Sony,50700000.0,62500000,2017
Buddies in India,CL Western Town,293000.0,109300000,2017
Leap!,Weinstein Company,21900000.0,81400000,2017
Jigsaw,Lionsgate,38100000.0,64900000,2017
Railroad Tigers,Well Go USA Inc.,218000.0,102000000,2017
Life (2017),Sony,30200000.0,70300000,2017
Atomic Blonde,Focus Features,51700000.0,48300000,2017
The Shack,Lionsgate/Summit Entertainment,57400000.0,39600000,2017
Some Like It Hot (Qing Shung),CL Western Town,100000.0,95600000,2017
Tiger Zinda Hai,Yash Raj Films,5600000.0,81800000,2017
